os
**


Description
===========

Object Storage Service CLI


Available Commands
==================

* bucket

  * create

  * delete

  * get

  * list

  * update

* multipart

  * abort

  * list

* ns

  * get

  * get-metadata

  * update-metadata

* object

  * bulk-delete

  * bulk-download

  * bulk-upload

  * delete

  * get

  * head

  * list

  * put

  * rename

  * restore

  * restore-status

  * resume-put

* preauth-request

  * create

  * delete

  * get

  * list
