state,county,NAME,population_size,percent_65plus
40,095,"Marshall County, Oklahoma",16014,20.6
19,067,"Floyd County, Iowa",16050,20.6
19,023,"Butler County, Iowa",14966,20.6
13,237,"Putnam County, Georgia",21247,20.6
54,009,"Brooke County, West Virginia",23665,20.6
50,003,"Bennington County, Vermont",36589,20.6
51,001,"Accomack County, Virginia",33115,20.6
48,399,"Runnels County, Texas",10445,20.599999999999998
05,095,"Monroe County, Arkansas",7713,20.599999999999998
47,145,"Roane County, Tennessee",53162,20.599999999999998
47,071,"Hardin County, Tennessee",25900,20.599999999999998
12,107,"Putnam County, Florida",72696,20.599999999999998
26,041,"Delta County, Michigan",36712,20.599999999999998
54,089,"Summers County, West Virginia",13544,20.599999999999998
40,045,"Ellis County, Oklahoma",4121,20.599999999999998
49,025,"Kane County, Utah",7202,20.599999999999998
48,307,"McCulloch County, Texas",8273,20.599999999999998
48,119,"Delta County, Texas",5223,20.599999999999998
19,177,"Van Buren County, Iowa",7432,20.5
31,089,"Holt County, Nebraska",10398,20.5
29,121,"Macon County, Missouri",15460,20.5
48,301,"Loving County, Texas",117,20.5
23,009,"Hancock County, Maine",54658,20.5
19,141,"O'Brien County, Iowa",14092,20.5
20,109,"Logan County, Kansas",2793,20.5
20,003,"Anderson County, Kansas",7896,20.5
19,091,"Humboldt County, Iowa",9674,20.499999999999996
19,043,"Clayton County, Iowa",17806,20.400000000000002
51,690,"Martinsville city, Virginia",13624,20.400000000000002
08,121,"Washington County, Colorado",4795,20.400000000000002
55,047,"Green Lake County, Wisconsin",18966,20.400000000000002
48,225,"Houston County, Texas",22949,20.400000000000002
16,009,"Benewah County, Idaho",9088,20.400000000000002
29,137,"Monroe County, Missouri",8680,20.400000000000002
72,117,"Rincon Municipio, Puerto Rico",14841,20.4
48,275,"Knox County, Texas",3796,20.4
27,061,"Itasca County, Minnesota",45354,20.4
53,003,"Asotin County, Washington",22040,20.4
08,085,"Montrose County, Colorado",40815,20.4
35,019,"Guadalupe County, New Mexico",4526,20.4
72,125,"San German Municipio, Puerto Rico",34125,20.4
46,009,"Bon Homme County, South Dakota",7013,20.4
30,103,"Treasure County, Montana",812,20.4
28,015,"Carroll County, Mississippi",10338,20.300000000000004
46,039,"Deuel County, South Dakota",4341,20.300000000000004
35,029,"Luna County, New Mexico",24789,20.3
49,009,"Daggett County, Utah",776,20.3
35,011,"De Baca County, New Mexico",2020,20.3
51,113,"Madison County, Virginia",13147,20.3
18,013,"Brown County, Indiana",15011,20.3
48,213,"Henderson County, Texas",79016,20.3
16,017,"Bonner County, Idaho",41066,20.3
29,129,"Mercer County, Missouri",3718,20.3
29,103,"Knox County, Missouri",4035,20.3
05,147,"Woodruff County, Arkansas",6983,20.3
31,067,"Gage County, Nebraska",21818,20.3
16,085,"Valley County, Idaho",9720,20.299999999999997
53,039,"Klickitat County, Washington",20820,20.299999999999997
25,003,"Berkshire County, Massachusetts",129288,20.299999999999997
53,045,"Mason County, Washington",60791,20.299999999999997
28,005,"Amite County, Mississippi",12840,20.299999999999997
48,457,"Tyler County, Texas",21462,20.299999999999997
37,187,"Washington County, North Carolina",12668,20.299999999999997
20,007,"Barber County, Kansas",4770,20.200000000000003
48,175,"Goliad County, Texas",7410,20.200000000000003
48,089,"Colorado County, Texas",20757,20.200000000000003
42,123,"Warren County, Pennsylvania",40962,20.2
51,036,"Charles City County, Virginia",7118,20.2
36,031,"Essex County, New York",38912,20.2
17,177,"Stephenson County, Illinois",46625,20.2
31,023,"Butler County, Nebraska",8256,20.2
01,023,"Choctaw County, Alabama",13395,20.2
20,185,"Stafford County, Kansas",4320,20.2
36,021,"Columbia County, New York",62195,20.2
38,011,"Bowman County, North Dakota",3221,20.2
27,117,"Pipestone County, Minnesota",9354,20.2
54,101,"Webster County, West Virginia",8927,20.2
17,125,"Mason County, Illinois",14126,20.1
42,127,"Wayne County, Pennsylvania",51642,20.1
42,129,"Westmoreland County, Pennsylvania",361251,20.1
30,023,"Deer Lodge County, Montana",9211,20.1
51,790,"Staunton city, Virginia",24193,20.1
19,065,"Fayette County, Iowa",20589,20.1
20,047,"Edwards County, Kansas",2991,20.1
13,191,"McIntosh County, Georgia",14007,20.1
08,061,"Kiowa County, Colorado",1463,20.1
20,131,"Nemaha County, Kansas",10159,20.1
20,163,"Rooks County, Kansas",5186,20.1
51,155,"Pulaski County, Virginia",34528,20.1
72,079,"Lajas Municipio, Puerto Rico",24722,20.1
17,173,"Shelby County, Illinois",22115,20.099999999999998
42,009,"Bedford County, Pennsylvania",49086,20.099999999999998
31,143,"Polk County, Nebraska",5271,20.099999999999998
27,063,"Jackson County, Minnesota",10211,20.099999999999998
42,047,"Elk County, Pennsylvania",31370,20.099999999999998
54,013,"Calhoun County, West Virginia",7557,20.099999999999998
13,301,"Warren County, Georgia",5561,20.0
19,107,"Keokuk County, Iowa",10291,20.0
72,097,"Mayaguez Municipio, Puerto Rico",83418,20.0
55,023,"Crawford County, Wisconsin",16483,20.0
27,045,"Fillmore County, Minnesota",20843,20.0
31,125,"Nance County, Nebraska",3639,20.0
19,143,"Osceola County, Iowa",6211,20.0
50,027,"Windsor County, Vermont",56150,20.0
29,075,"Gentry County, Missouri",6785,20.0
17,075,"Iroquois County, Illinois",29053,20.0
17,069,"Hardin County, Illinois",4228,20.0
47,091,"Johnson County, Tennessee",18017,20.0
17,065,"Hamilton County, Illinois",8322,20.0
26,043,"Dickinson County, Michigan",26012,20.0
29,083,"Henry County, Missouri",22034,20.0
19,145,"Page County, Iowa",15660,20.0
19,189,"Winnebago County, Iowa",10614,20.0
46,111,"Sanborn County, South Dakota",2339,20.0
13,147,"Hart County, Georgia",25498,20.0
20,107,"Linn County, Kansas",9528,20.0
55,091,"Pepin County, Wisconsin",7372,20.0
48,377,"Presidio County, Texas",7304,20.0
51,067,"Franklin County, Virginia",56315,20.0
51,071,"Giles County, Virginia",16907,20.0
28,055,"Issaquena County, Mississippi",1291,20.0
20,205,"Wilson County, Kansas",9061,20.0
54,065,"Morgan County, West Virginia",17475,20.0
48,297,"Live Oak County, Texas",11873,20.0
47,163,"Sullivan County, Tennessee",156752,20.0
27,035,"Crow Wing County, Minnesota",63048,20.0
31,117,"McPherson County, Nebraska",433,20.0
29,065,"Dent County, Missouri",15612,19.900000000000002
27,173,"Yellow Medicine County, Minnesota",10092,19.900000000000002
47,087,"Jackson County, Tennessee",11496,19.900000000000002
47,135,"Perry County, Tennessee",7864,19.900000000000002
29,033,"Carroll County, Missouri",9096,19.900000000000002
31,073,"Gosper County, Nebraska",1976,19.900000000000002
37,117,"Martin County, North Carolina",23729,19.900000000000002
47,061,"Grundy County, Tennessee",13524,19.9
51,037,"Charlotte County, Virginia",12313,19.9
13,181,"Lincoln County, Georgia",7720,19.9
21,087,"Green County, Kentucky",11149,19.9
31,093,"Howard County, Nebraska",6347,19.9
17,131,"Mercer County, Illinois",16107,19.9
51,057,"Essex County, Virginia",11151,19.9
17,191,"Wayne County, Illinois",16555,19.9
30,037,"Golden Valley County, Montana",756,19.9
42,111,"Somerset County, Pennsylvania",76617,19.9
46,125,"Turner County, South Dakota",8302,19.9
27,133,"Rock County, Minnesota",9563,19.9
56,019,"Johnson County, Wyoming",8600,19.9
27,129,"Renville County, Minnesota",15171,19.8
50,019,"Orleans County, Vermont",27146,19.8
19,081,"Hancock County, Iowa",11092,19.8
29,205,"Shelby County, Missouri",6179,19.8
21,057,"Cumberland County, Kentucky",6807,19.8
51,097,"King and Queen County, Virginia",7106,19.8
01,067,"Henry County, Alabama",17252,19.8
26,095,"Luce County, Michigan",6477,19.8
38,003,"Barnes County, North Dakota",11097,19.8
56,015,"Goshen County, Wyoming",13544,19.8
54,029,"Hancock County, West Virginia",30201,19.8
42,021,"Cambria County, Pennsylvania",139381,19.8
37,115,"Madison County, North Carolina",21027,19.799999999999997
06,003,"Alpine County, California",1131,19.799999999999997
17,045,"Edgar County, Illinois",17992,19.799999999999997
42,103,"Pike County, Pennsylvania",56632,19.799999999999997
37,011,"Avery County, North Carolina",17695,19.799999999999997
47,175,"Van Buren County, Tennessee",5596,19.799999999999997
48,077,"Clay County, Texas",10479,19.700000000000003
01,075,"Lamar County, Alabama",14133,19.700000000000003
42,073,"Lawrence County, Pennsylvania",89162,19.700000000000003
42,005,"Armstrong County, Pennsylvania",67979,19.700000000000003
01,019,"Cherokee County, Alabama",26008,19.700000000000003
17,127,"Massac County, Illinois",15016,19.700000000000003
51,171,"Shenandoah County, Virginia",42724,19.700000000000003
27,023,"Chippewa County, Minnesota",12154,19.700000000000003
27,015,"Brown County, Minnesota",25391,19.7
46,115,"Spink County, South Dakota",6570,19.7
51,063,"Floyd County, Virginia",15523,19.7
54,085,"Ritchie County, West Virginia",10140,19.7
53,065,"Stevens County, Washington",43548,19.7
38,081,"Sargent County, North Dakota",3874,19.7
31,121,"Merrick County, Nebraska",7776,19.7
06,033,"Lake County, California",64158,19.7
13,061,"Clay County, Georgia",3104,19.7
54,095,"Tyler County, West Virginia",9033,19.7
39,067,"Harrison County, Ohio",15633,19.7
13,311,"White County, Georgia",27791,19.7
51,191,"Washington County, Virginia",54759,19.7
29,115,"Linn County, Missouri",12401,19.7
19,089,"Howard County, Iowa",9494,19.7
42,087,"Mifflin County, Pennsylvania",46675,19.7
05,039,"Dallas County, Arkansas",7868,19.7
48,087,"Collingsworth County, Texas",3058,19.7
20,199,"Wallace County, Kansas",1595,19.7
51,173,"Smyth County, Virginia",31734,19.6
45,051,"Horry County, South Carolina",290730,19.6
01,035,"Conecuh County, Alabama",12865,19.6
46,051,"Grant County, South Dakota",7227,19.6
51,570,"Colonial Heights city, Virginia",17515,19.6
38,049,"McHenry County, North Dakota",5817,19.6
13,227,"Pickens County, Georgia",29740,19.6
12,087,"Monroe County, Florida",75901,19.6
21,139,"Livingston County, Kentucky",9394,19.6
55,115,"Shawano County, Wisconsin",41563,19.6
72,023,"Cabo Rojo Municipio, Puerto Rico",50380,19.6
40,029,"Coal County, Oklahoma",5812,19.6
31,137,"Phelps County, Nebraska",9216,19.6
05,121,"Randolph County, Arkansas",17695,19.6
27,089,"Marshall County, Minnesota",9453,19.6
30,007,"Broadwater County, Montana",5692,19.6
17,149,"Pike County, Illinois",16144,19.6
01,093,"Marion County, Alabama",30387,19.599999999999998
46,087,"McCook County, South Dakota",5613,19.599999999999998
05,099,"Nevada County, Arkansas",8793,19.599999999999998
01,039,"Covington County, Alabama",37886,19.599999999999998
48,477,"Washington County, Texas",34236,19.599999999999998
48,217,"Hill County, Texas",34923,19.599999999999998
51,021,"Bland County, Virginia",6662,19.599999999999998
08,043,"Fremont County, Colorado",46809,19.500000000000004
24,023,"Garrett County, Maryland",29813,19.5
19,195,"Worth County, Iowa",7563,19.5
20,137,"Norton County, Kansas",5590,19.5
19,069,"Franklin County, Iowa",10489,19.5
19,097,"Jackson County, Iowa",19572,19.5
48,159,"Franklin County, Texas",10599,19.5
16,021,"Boundary County, Idaho",10961,19.5
48,373,"Polk County, Texas",46113,19.5
55,005,"Barron County, Wisconsin",45686,19.5
30,073,"Pondera County, Montana",6206,19.5
17,153,"Pulaski County, Illinois",5871,19.5
16,007,"Bear Lake County, Idaho",5939,19.5
12,121,"Suwannee County, Florida",43595,19.5
01,133,"Winston County, Alabama",24130,19.5
17,159,"Richland County, Illinois",16127,19.5
18,009,"Blackford County, Indiana",12476,19.5
55,069,"Lincoln County, Wisconsin",28286,19.400000000000002
45,017,"Calhoun County, South Carolina",14958,19.400000000000002
42,085,"Mercer County, Pennsylvania",115320,19.400000000000002
42,115,"Susquehanna County, Pennsylvania",42369,19.400000000000002
29,197,"Schuyler County, Missouri",4395,19.400000000000002
55,011,"Buffalo County, Wisconsin",13319,19.400000000000002
29,139,"Montgomery County, Missouri",11939,19.400000000000002
47,049,"Fentress County, Tennessee",17931,19.400000000000002
42,121,"Venango County, Pennsylvania",53906,19.400000000000002
42,007,"Beaver County, Pennsylvania",169785,19.400000000000002
05,009,"Boone County, Arkansas",37227,19.4
55,103,"Richland County, Wisconsin",17746,19.4
17,181,"Union County, Illinois",17551,19.4
13,201,"Miller County, Georgia",5936,19.4
17,155,"Putnam County, Illinois",5822,19.4
48,123,"DeWitt County, Texas",20540,19.4
37,193,"Wilkes County, North Carolina",68946,19.4
42,093,"Montour County, Pennsylvania",18508,19.4
19,075,"Grundy County, Iowa",12407,19.4
29,125,"Maries County, Missouri",9057,19.4
48,467,"Van Zandt County, Texas",52736,19.4
51,580,"Covington city, Virginia",5736,19.4
17,011,"Bureau County, Illinois",34115,19.4
08,111,"San Juan County, Colorado",606,19.4
21,039,"Carlisle County, Kentucky",4984,19.4
46,091,"Marshall County, South Dakota",4701,19.4
41,029,"Jackson County, Oregon",208363,19.4
41,065,"Wasco County, Oregon",25492,19.300000000000004
51,520,"Bristol city, Virginia",17524,19.3
29,117,"Livingston County, Missouri",15042,19.3
48,059,"Callahan County, Texas",13532,19.3
17,095,"Knox County, Illinois",52112,19.3
54,007,"Braxton County, West Virginia",14466,19.3
29,009,"Barry County, Missouri",35726,19.3
32,017,"Lincoln County, Nevada",5194,19.3
36,039,"Greene County, New York",48312,19.3
54,083,"Randolph County, West Virginia",29365,19.3
05,075,"Lawrence County, Arkansas",17029,19.3
47,017,"Carroll County, Tennessee",28353,19.3
22,107,"Tensas Parish, Louisiana",4893,19.3
42,097,"Northumberland County, Pennsylvania",94006,19.3
31,131,"Otoe County, Nebraska",15842,19.3
72,037,"Ceiba Municipio, Puerto Rico",12810,19.3
42,067,"Juniata County, Pennsylvania",24829,19.3
47,109,"McNairy County, Tennessee",26103,19.299999999999997
17,053,"Ford County, Illinois",13835,19.299999999999997
51,590,"Danville city, Virginia",42450,19.299999999999997
37,177,"Tyrrell County, North Carolina",4152,19.299999999999997
51,139,"Page County, Virginia",23843,19.299999999999997
40,093,"Major County, Oklahoma",7700,19.200000000000003
48,407,"San Jacinto County, Texas",27023,19.200000000000003
20,053,"Ellsworth County, Kansas",6410,19.200000000000003
51,143,"Pittsylvania County, Virginia",62794,19.200000000000003
12,065,"Jefferson County, Florida",14198,19.200000000000003
40,023,"Choctaw County, Oklahoma",15120,19.200000000000003
39,081,"Jefferson County, Ohio",68053,19.200000000000003
28,141,"Tishomingo County, Mississippi",19539,19.200000000000003
19,063,"Emmet County, Iowa",9917,19.2
40,061,"Haskell County, Oklahoma",12850,19.2
27,055,"Houston County, Minnesota",18812,19.2
45,027,"Clarendon County, South Carolina",34178,19.2
40,067,"Jefferson County, Oklahoma",6333,19.2
56,043,"Washakie County, Wyoming",8400,19.2
19,041,"Clay County, Iowa",16537,19.2
19,079,"Hamilton County, Iowa",15297,19.2
48,051,"Burleson County, Texas",17293,19.2
16,023,"Butte County, Idaho",2653,19.2
37,015,"Bertie County, North Carolina",20518,19.2
30,001,"Beaverhead County, Montana",9291,19.2
36,113,"Warren County, New York",65180,19.2
51,137,"Orange County, Virginia",34596,19.2
56,003,"Big Horn County, Wyoming",11895,19.2
12,041,"Gilchrist County, Florida",16992,19.199999999999996
20,031,"Coffey County, Kansas",8458,19.1
21,055,"Crittenden County, Kentucky",9222,19.1
54,069,"Ohio County, West Virginia",43637,19.1
48,503,"Young County, Texas",18329,19.1
29,045,"Clark County, Missouri",6919,19.1
55,135,"Waupaca County, Wisconsin",52125,19.1
35,059,"Union County, New Mexico",4339,19.1
42,025,"Carbon County, Pennsylvania",64634,19.1
04,003,"Cochise County, Arizona",129647,19.1
05,017,"Chicot County, Arkansas",11353,19.1
12,105,"Polk County, Florida",626676,19.1
51,111,"Lunenburg County, Virginia",12558,19.1
42,065,"Jefferson County, Pennsylvania",44756,19.1
12,037,"Franklin County, Florida",11628,19.1
24,019,"Dorchester County, Maryland",32534,19.1
39,033,"Crawford County, Ohio",42725,19.1
27,029,"Clearwater County, Minnesota",8752,19.1
47,019,"Carter County, Tennessee",56941,19.1
19,033,"Cerro Gordo County, Iowa",43481,19.1
17,169,"Schuyler County, Illinois",7311,19.1
19,037,"Chickasaw County, Iowa",12244,19.1
47,059,"Greene County, Tennessee",68576,19.1
47,121,"Meigs County, Tennessee",11716,19.1
19,171,"Tama County, Iowa",17479,19.099999999999998
05,013,"Calhoun County, Arkansas",5245,19.099999999999998
18,169,"Wabash County, Indiana",32358,19.099999999999998
17,055,"Franklin County, Illinois",39694,19.099999999999998
42,117,"Tioga County, Pennsylvania",42284,19.099999999999998
72,055,"Guanica Municipio, Puerto Rico",18207,19.099999999999998
51,023,"Botetourt County, Virginia",33155,19.099999999999998
29,213,"Taney County, Missouri",53555,19.099999999999998
12,089,"Nassau County, Florida",75880,19.0
18,115,"Ohio County, Indiana",6033,19.0
17,047,"Edwards County, Illinois",6649,19.0
20,097,"Kiowa County, Kansas",2536,19.0
40,075,"Kiowa County, Oklahoma",9302,19.0
42,051,"Fayette County, Pennsylvania",134851,19.0
19,157,"Poweshiek County, Iowa",18705,19.0
21,007,"Ballard County, Kentucky",8256,19.0
27,165,"Watonwan County, Minnesota",11054,19.0
51,161,"Roanoke County, Virginia",93633,19.0
29,181,"Ripley County, Missouri",13990,19.0
54,031,"Hardy County, West Virginia",13936,19.0
30,095,"Stillwater County, Montana",9288,19.0
47,185,"White County, Tennessee",26252,19.0
47,083,"Houston County, Tennessee",8290,19.0
25,007,"Dukes County, Massachusetts",17048,19.0
54,057,"Mineral County, West Virginia",27755,19.0
54,087,"Roane County, West Virginia",14636,19.0
51,159,"Richmond County, Virginia",8989,19.0
47,101,"Lewis County, Tennessee",11944,19.0
72,147,"Vieques Municipio, Puerto Rico",9130,19.0
49,053,"Washington County, Utah",148244,19.0
26,151,"Sanilac County, Michigan",42014,19.0
72,131,"San Sebastian Municipio, Puerto Rico",40471,19.0
18,159,"Tipton County, Indiana",15573,19.0
01,057,"Fayette County, Alabama",16896,19.0
42,057,"Fulton County, Pennsylvania",14694,18.900000000000002
54,055,"Mercer County, West Virginia",61891,18.900000000000002
01,123,"Tallapoosa County, Alabama",41153,18.900000000000002
47,139,"Polk County, Tennessee",16687,18.900000000000002
01,111,"Randolph County, Alabama",22648,18.900000000000002
05,083,"Logan County, Arkansas",22001,18.900000000000002
53,047,"Okanogan County, Washington",41332,18.900000000000002
27,153,"Todd County, Minnesota",24466,18.900000000000002
53,041,"Lewis County, Washington",75515,18.900000000000002
06,041,"Marin County, California",258349,18.900000000000002
30,047,"Lake County, Montana",29157,18.900000000000002
17,165,"Saline County, Illinois",24783,18.9
37,161,"Rutherford County, North Carolina",66865,18.9
20,001,"Allen County, Kansas",13081,18.9
72,053,"Fajardo Municipio, Puerto Rico",34720,18.9
05,081,"Little River County, Arkansas",12720,18.9
48,331,"Milam County, Texas",24344,18.9
51,197,"Wythe County, Virginia",29190,18.9
39,043,"Erie County, Ohio",76141,18.9
40,003,"Alfalfa County, Oklahoma",5755,18.9
47,029,"Cocke County, Tennessee",35321,18.9
40,043,"Dewey County, Oklahoma",4863,18.9
32,019,"Lyon County, Nevada",51657,18.9
42,107,"Schuylkill County, Pennsylvania",146360,18.9
29,215,"Texas County, Missouri",25735,18.9
42,015,"Bradford County, Pennsylvania",62228,18.9
16,071,"Oneida County, Idaho",4245,18.9
47,013,"Campbell County, Tennessee",40176,18.9
56,029,"Park County, Wyoming",28985,18.9
40,063,"Hughes County, Oklahoma",13785,18.800000000000004
31,005,"Arthur County, Nebraska",448,18.800000000000004
54,041,"Lewis County, West Virginia",16434,18.800000000000004
23,007,"Franklin County, Maine",30402,18.8
72,127,"San Juan Municipio, Puerto Rico",371400,18.8
39,155,"Trumbull County, Ohio",206373,18.8
30,067,"Park County, Montana",15708,18.8
72,121,"Sabana Grande Municipio, Puerto Rico",24307,18.8
40,077,"Latimer County, Oklahoma",10774,18.8
45,001,"Abbeville County, South Carolina",24997,18.8
20,113,"McPherson County, Kansas",29252,18.8
51,027,"Buchanan County, Virginia",23486,18.8
29,123,"Madison County, Missouri",12401,18.8
51,043,"Clarke County, Virginia",14299,18.8
27,005,"Becker County, Minnesota",33138,18.8
31,145,"Red Willow County, Nebraska",10946,18.8
19,027,"Carroll County, Iowa",20629,18.8
42,013,"Blair County, Pennsylvania",126448,18.8
13,289,"Twiggs County, Georgia",8509,18.8
16,069,"Nez Perce County, Idaho",39779,18.8
22,013,"Bienville Parish, Louisiana",13977,18.8
55,057,"Juneau County, Wisconsin",26494,18.8
26,047,"Emmet County, Michigan",33018,18.8
31,051,"Dixon County, Nebraska",5866,18.8
29,173,"Ralls County, Missouri",10243,18.8
54,051,"Marshall County, West Virginia",32480,18.799999999999997
26,137,"Otsego County, Michigan",24141,18.799999999999997
29,207,"Stoddard County, Missouri",29837,18.799999999999997
33,001,"Belknap County, New Hampshire",60399,18.799999999999997
01,027,"Clay County, Alabama",13537,18.799999999999997
06,089,"Shasta County, California",178942,18.700000000000003
29,059,"Dallas County, Missouri",16564,18.700000000000003
39,167,"Washington County, Ohio",61351,18.700000000000003
42,079,"Luzerne County, Pennsylvania",320095,18.7
47,133,"Overton County, Tennessee",22100,18.7
46,079,"Lake County, South Dakota",12086,18.7
26,113,"Missaukee County, Michigan",14988,18.7
24,001,"Allegany County, Maryland",73549,18.7
40,057,"Harmon County, Oklahoma",2866,18.7
31,035,"Clay County, Nebraska",6382,18.7
41,035,"Klamath County, Oregon",65972,18.7
44,005,"Newport County, Rhode Island",82663,18.7
28,019,"Choctaw County, Mississippi",8354,18.7
37,033,"Caswell County, North Carolina",23174,18.7
38,097,"Traill County, North Dakota",8077,18.7
20,171,"Scott County, Kansas",4928,18.7
54,035,"Jackson County, West Virginia",29256,18.7
48,049,"Brown County, Texas",37833,18.7
36,097,"Schuyler County, New York",18410,18.7
12,027,"DeSoto County, Florida",34957,18.7
39,099,"Mahoning County, Ohio",234550,18.7
08,089,"Otero County, Colorado",18572,18.7
27,157,"Wabasha County, Minnesota",21381,18.6
17,139,"Moultrie County, Illinois",14927,18.6
28,065,"Jefferson Davis County, Mississippi",11941,18.6
51,011,"Appomattox County, Virginia",15208,18.6
19,135,"Monroe County, Iowa",8002,18.6
19,175,"Union County, Iowa",12575,18.6
17,087,"Johnson County, Illinois",12829,18.6
28,007,"Attala County, Mississippi",19175,18.6
51,049,"Cumberland County, Virginia",9859,18.6
17,023,"Clark County, Illinois",16159,18.6
41,007,"Clatsop County, Oregon",37382,18.6
38,033,"Golden Valley County, North Dakota",1822,18.6
29,013,"Bates County, Missouri",16643,18.6
19,085,"Harrison County, Iowa",14467,18.6
47,161,"Stewart County, Tennessee",13286,18.6
13,263,"Talbot County, Georgia",6490,18.6
13,283,"Treutlen County, Georgia",6762,18.6
39,115,"Morgan County, Ohio",14913,18.6
01,061,"Geneva County, Alabama",26815,18.6
48,395,"Robertson County, Texas",16532,18.599999999999998
23,027,"Waldo County, Maine",38976,18.599999999999998
12,059,"Holmes County, Florida",19635,18.599999999999998
51,019,"Bedford County, Virginia",76463,18.599999999999998
39,019,"Carroll County, Ohio",28361,18.599999999999998
20,013,"Brown County, Kansas",9880,18.599999999999998
29,203,"Shannon County, Missouri",8317,18.599999999999998
48,429,"Stephens County, Texas",9452,18.599999999999998
18,171,"Warren County, Indiana",8367,18.599999999999998
17,185,"Wabash County, Illinois",11652,18.599999999999998
47,153,"Sequatchie County, Tennessee",14592,18.500000000000004
47,073,"Hawkins County, Tennessee",56595,18.500000000000004
21,061,"Edmonson County, Kentucky",12105,18.500000000000004
26,127,"Oceana County, Michigan",26229,18.5
13,165,"Jenkins County, Georgia",8922,18.5
48,259,"Kendall County, Texas",37361,18.5
48,147,"Fannin County, Texas",33748,18.5
42,033,"Clearfield County, Pennsylvania",81343,18.5
47,001,"Anderson County, Tennessee",75430,18.5
13,141,"Hancock County, Georgia",8881,18.5
31,053,"Dodge County, Nebraska",36725,18.5
40,099,"Murray County, Oklahoma",13733,18.5
50,021,"Rutland County, Vermont",60530,18.5
35,049,"Santa Fe County, New Mexico",147108,18.5
31,099,"Kearney County, Nebraska",6549,18.5
13,119,"Franklin County, Georgia",22110,18.5
48,247,"Jim Hogg County, Texas",5239,18.5
20,181,"Sherman County, Kansas",6054,18.5
19,057,"Des Moines County, Iowa",40208,18.5
23,017,"Oxford County, Maine",57421,18.5
17,171,"Scott County, Illinois",5198,18.5
51,595,"Emporia city, Virginia",5672,18.5
54,067,"Nicholas County, West Virginia",25930,18.5
47,085,"Humphreys County, Tennessee",18240,18.5
08,083,"Montezuma County, Colorado",25700,18.5
17,195,"Whiteside County, Illinois",57525,18.5
54,027,"Hampshire County, West Virginia",23542,18.5
29,199,"Scotland County, Missouri",4873,18.5
47,051,"Franklin County, Tennessee",41138,18.5
54,053,"Mason County, West Virginia",27177,18.5
42,125,"Washington County, Pennsylvania",208226,18.5
40,035,"Craig County, Oklahoma",14744,18.5
17,057,"Fulton County, Illinois",36323,18.5
21,033,"Caldwell County, Kentucky",12826,18.5
26,027,"Cass County, Michigan",51952,18.5
40,055,"Greer County, Oklahoma",6117,18.5
23,023,"Sagadahoc County, Maine",35092,18.5
18,045,"Fountain County, Indiana",16888,18.5
17,025,"Clay County, Illinois",13582,18.499999999999996
29,211,"Sullivan County, Missouri",6512,18.400000000000002
21,045,"Casey County, Kentucky",15954,18.400000000000002
51,075,"Goochland County, Virginia",21721,18.400000000000002
72,021,"Bayamon Municipio, Puerto Rico",197287,18.400000000000002
32,510,"Carson City, Nevada",54482,18.400000000000002
47,089,"Jefferson County, Tennessee",52490,18.400000000000002
18,125,"Pike County, Indiana",12687,18.400000000000002
40,105,"Nowata County, Oklahoma",10555,18.400000000000002
12,131,"Walton County, Florida",59487,18.400000000000002
35,023,"Hidalgo County, New Mexico",4643,18.4
26,079,"Kalkaska County, Michigan",17230,18.4
26,013,"Baraga County, Michigan",8690,18.4
39,013,"Belmont County, Ohio",69560,18.4
29,011,"Barton County, Missouri",12166,18.4
30,017,"Custer County, Montana",11945,18.4
27,125,"Red Lake County, Minnesota",4061,18.4
29,025,"Caldwell County, Missouri",9083,18.4
26,133,"Osceola County, Michigan",23234,18.4
28,097,"Montgomery County, Mississippi",10464,18.4
31,185,"York County, Nebraska",13825,18.4
31,123,"Morrill County, Nebraska",4874,18.4
21,089,"Greenup County, Kentucky",36477,18.4
72,013,"Arecibo Municipio, Puerto Rico",92511,18.4
72,031,"Carolina Municipio, Puerto Rico",168114,18.4
50,025,"Windham County, Vermont",43858,18.4
42,069,"Lackawanna County, Pennsylvania",213459,18.4
17,003,"Alexander County, Illinois",7364,18.4
01,091,"Marengo County, Alabama",20306,18.4
21,075,"Fulton County, Kentucky",6422,18.4
51,051,"Dickenson County, Virginia",15463,18.4
51,185,"Tazewell County, Virginia",43870,18.4
21,207,"Russell County, Kentucky",17669,18.4
44,001,"Bristol County, Rhode Island",49176,18.4
47,123,"Monroe County, Tennessee",45293,18.4
13,105,"Elbert County, Georgia",19537,18.4
49,017,"Garfield County, Utah",5069,18.3
45,087,"Union County, South Carolina",28125,18.3
29,061,"Daviess County, Missouri",8277,18.3
05,105,"Perry County, Arkansas",10300,18.3
17,135,"Montgomery County, Illinois",29348,18.3
17,117,"Macoupin County, Illinois",46844,18.3
51,015,"Augusta County, Virginia",74053,18.3
21,149,"McLean County, Kentucky",9500,18.3
37,171,"Surry County, North Carolina",73170,18.3
23,025,"Somerset County, Maine",51577,18.3
46,119,"Sully County, South Dakota",1469,18.3
19,053,"Decatur County, Iowa",8249,18.3
36,043,"Herkimer County, New York",64034,18.3
38,071,"Ramsey County, North Dakota",11566,18.3
40,147,"Washington County, Oklahoma",51760,18.3
17,021,"Christian County, Illinois",34200,18.3
17,061,"Greene County, Illinois",13502,18.3
19,111,"Lee County, Iowa",35369,18.299999999999997
31,139,"Pierce County, Nebraska",7184,18.299999999999997
47,107,"McMinn County, Tennessee",52506,18.299999999999997
