state,county,NAME,population_size,percent_65plus
29,015,"Benton County, Missouri",18854,27.5
31,071,"Garfield County, Nebraska",1933,27.5
20,089,"Jewell County, Kansas",3038,27.5
48,243,"Jeff Davis County, Texas",2232,27.5
12,035,"Flagler County, Florida",100783,27.400000000000002
12,083,"Marion County, Florida",336811,27.299999999999997
20,157,"Republic County, Kansas",4806,27.200000000000003
48,101,"Cottle County, Texas",1510,27.2
04,025,"Yavapai County, Arizona",215996,27.2
25,001,"Barnstable County, Massachusetts",214766,27.1
20,049,"Elk County, Kansas",2683,27.1
08,091,"Ouray County, Colorado",4580,27.099999999999998
12,053,"Hernando County, Florida",174809,27.099999999999998
30,109,"Wibaux County, Montana",986,27.0
26,089,"Leelanau County, Michigan",21772,26.900000000000002
37,149,"Polk County, North Carolina",20327,26.900000000000002
53,049,"Pacific County, Washington",20645,26.9
30,079,"Prairie County, Montana",1372,26.9
37,043,"Clay County, North Carolina",10656,26.9
38,029,"Emmons County, North Dakota",3463,26.8
48,433,"Stonewall County, Texas",1414,26.8
48,319,"Mason County, Texas",4066,26.8
20,183,"Smith County, Kansas",3740,26.799999999999997
20,023,"Cheyenne County, Kansas",2682,26.799999999999997
20,153,"Rawlins County, Kansas",2545,26.7
46,107,"Potter County, South Dakota",2307,26.7
48,443,"Terrell County, Texas",921,26.7
31,069,"Garden County, Nebraska",1823,26.6
32,023,"Nye County, Nevada",42625,26.599999999999998
30,019,"Daniels County, Montana",1758,26.5
48,081,"Coke County, Texas",3238,26.5
42,113,"Sullivan County, Pennsylvania",6381,26.5
29,209,"Stone County, Missouri",31375,26.400000000000002
32,029,"Storey County, Nevada",3929,26.3
55,001,"Adams County, Wisconsin",20451,26.299999999999997
32,009,"Esmeralda County, Nevada",1141,26.2
48,265,"Kerr County, Texas",50149,26.2
46,059,"Hand County, South Dakota",3375,26.2
53,009,"Clallam County, Washington",72397,26.2
13,239,"Quitman County, Georgia",2326,26.199999999999996
31,133,"Pawnee County, Nebraska",2726,26.1
38,019,"Cavalier County, North Dakota",3890,26.1
31,129,"Nuckolls County, Nebraska",4391,26.1
37,113,"Macon County, North Carolina",33919,26.099999999999998
37,039,"Cherokee County, North Carolina",27092,26.0
48,007,"Aransas County, Texas",24292,26.0
41,023,"Grant County, Oregon",7276,26.0
48,193,"Hamilton County, Texas",8266,26.0
48,499,"Wood County, Texas",42712,26.0
41,063,"Wallowa County, Oregon",6857,25.999999999999996
05,089,"Marion County, Arkansas",16458,25.900000000000002
27,155,"Traverse County, Minnesota",3429,25.9
16,059,"Lemhi County, Idaho",7790,25.9
31,015,"Boyd County, Nebraska",2039,25.9
04,015,"Mohave County, Arizona",203362,25.9
31,103,"Keya Paha County, Nebraska",711,25.8
26,085,"Lake County, Michigan",11426,25.8
55,029,"Door County, Wisconsin",27731,25.8
36,041,"Hamilton County, New York",4760,25.8
48,327,"Menard County, Texas",2182,25.700000000000003
24,041,"Talbot County, Maryland",37799,25.7
30,061,"Mineral County, Montana",4238,25.7
08,115,"Sedgwick County, Colorado",2365,25.7
31,169,"Thayer County, Nebraska",5182,25.6
53,013,"Columbia County, Washington",3989,25.6
26,135,"Oscoda County, Michigan",8444,25.6
20,019,"Chautauqua County, Kansas",3520,25.6
12,071,"Lee County, Florida",663675,25.6
37,019,"Brunswick County, North Carolina",115926,25.6
20,065,"Graham County, Kansas",2593,25.599999999999998
31,163,"Sherman County, Nebraska",3107,25.599999999999998
48,455,"Trinity County, Texas",14405,25.599999999999998
12,069,"Lake County, Florida",310561,25.5
27,011,"Big Stone County, Minnesota",5134,25.5
55,013,"Burnett County, Wisconsin",15334,25.5
29,185,"St. Clair County, Missouri",9520,25.5
04,007,"Gila County, Arizona",53165,25.499999999999996
47,137,"Pickett County, Tennessee",5097,25.4
38,041,"Hettinger County, North Dakota",2621,25.3
29,153,"Ozark County, Missouri",9537,25.3
46,047,"Fall River County, South Dakota",6906,25.299999999999997
38,023,"Divide County, North Dakota",2314,25.299999999999997
08,009,"Baca County, Colorado",3701,25.2
35,027,"Lincoln County, New Mexico",19931,25.2
05,023,"Cleburne County, Arkansas",25711,25.2
35,021,"Harding County, New Mexico",565,25.1
30,089,"Sanders County, Montana",11346,25.099999999999998
31,061,"Franklin County, Nebraska",3105,25.099999999999998
48,405,"San Augustine County, Texas",8695,25.099999999999998
20,141,"Osborne County, Kansas",3782,25.000000000000004
20,135,"Ness County, Kansas",3077,25.0
27,081,"Lincoln County, Minnesota",5808,25.0
05,135,"Sharp County, Arkansas",17055,25.0
12,081,"Manatee County, Florida",343729,25.0
12,043,"Glades County, Florida",13272,25.0
20,033,"Comanche County, Kansas",2010,24.8
30,075,"Powder River County, Montana",1703,24.8
08,023,"Costilla County, Colorado",3581,24.8
31,105,"Kimball County, Nebraska",3720,24.799999999999997
15,005,"Kalawao County, Hawaii",85,24.799999999999997
46,033,"Custer County, South Dakota",8394,24.799999999999997
13,133,"Greene County, Georgia",16331,24.700000000000003
30,107,"Wheatland County, Montana",2115,24.700000000000003
19,159,"Ringgold County, Iowa",5061,24.700000000000003
48,333,"Mills County, Texas",4875,24.700000000000003
26,009,"Antrim County, Michigan",23267,24.7
24,047,"Worcester County, Maryland",51519,24.7
30,057,"Madison County, Montana",7767,24.7
37,137,"Pamlico County, North Carolina",12982,24.7
26,097,"Mackinac County, Michigan",11044,24.6
27,075,"Lake County, Minnesota",10750,24.6
48,345,"Motley County, Texas",1071,24.6
05,049,"Fulton County, Arkansas",12224,24.599999999999998
05,137,"Stone County, Arkansas",12512,24.500000000000004
31,115,"Loup County, Nebraska",548,24.5
31,149,"Rock County, Nebraska",1401,24.5
46,037,"Day County, South Dakota",5618,24.5
05,065,"Izard County, Arkansas",13480,24.5
13,111,"Fannin County, Georgia",23742,24.5
31,017,"Brown County, Nebraska",3078,24.499999999999996
13,241,"Rabun County, Georgia",16266,24.400000000000002
27,073,"Lac qui Parle County, Minnesota",7023,24.400000000000002
06,091,"Sierra County, California",3021,24.400000000000002
06,063,"Plumas County, California",18966,24.400000000000002
38,045,"LaMoure County, North Dakota",4113,24.4
48,019,"Bandera County, Texas",20796,24.4
46,021,"Campbell County, South Dakota",1548,24.4
41,055,"Sherman County, Oregon",1795,24.4
19,133,"Monona County, Iowa",9088,24.3
30,033,"Garfield County, Montana",1047,24.3
16,035,"Clearwater County, Idaho",8560,24.3
46,053,"Gregory County, South Dakota",4226,24.3
23,015,"Lincoln County, Maine",34156,24.3
26,051,"Gladwin County, Michigan",25501,24.3
06,009,"Calaveras County, California",44767,24.299999999999997
31,083,"Harlan County, Nebraska",3458,24.200000000000003
51,131,"Northampton County, Virginia",12184,24.200000000000003
06,043,"Mariposa County, California",17789,24.200000000000003
46,043,"Douglas County, South Dakota",2973,24.2
05,141,"Van Buren County, Arkansas",17002,24.2
31,161,"Sheridan County, Nebraska",5294,24.1
29,029,"Camden County, Missouri",43927,24.1
41,001,"Baker County, Oregon",16052,24.1
41,041,"Lincoln County, Oregon",46347,24.1
31,175,"Valley County, Nebraska",4254,24.1
31,165,"Sioux County, Nebraska",1249,24.099999999999998
20,063,"Gove County, Kansas",2735,24.099999999999998
46,105,"Perkins County, South Dakota",2981,24.0
29,227,"Worth County, Missouri",2082,24.0
05,097,"Montgomery County, Arkansas",9197,24.0
40,091,"McIntosh County, Oklahoma",20280,24.0
54,071,"Pendleton County, West Virginia",7402,24.0
48,023,"Baylor County, Texas",3628,24.0
20,165,"Rush County, Kansas",3184,24.0
47,105,"Loudon County, Tennessee",50229,24.0
41,033,"Josephine County, Oregon",83409,23.999999999999996
26,031,"Cheboygan County, Michigan",25690,23.900000000000002
48,151,"Fisher County, Texas",3858,23.900000000000002
31,049,"Deuel County, Nebraska",1946,23.900000000000002
37,089,"Henderson County, North Carolina",109719,23.9
46,067,"Hutchinson County, South Dakota",7226,23.9
19,009,"Audubon County, Iowa",5869,23.9
13,265,"Taliaferro County, Georgia",1721,23.9
30,053,"Lincoln County, Montana",19337,23.8
38,001,"Adams County, North Dakota",2341,23.8
26,129,"Ogemaw County, Michigan",21222,23.8
30,011,"Carter County, Montana",1227,23.799999999999997
27,031,"Cook County, Minnesota",5194,23.700000000000003
31,021,"Burt County, Nebraska",6647,23.7
38,069,"Pierce County, North Dakota",4395,23.7
16,003,"Adams County, Idaho",3880,23.7
51,141,"Patrick County, Virginia",18264,23.7
46,129,"Walworth County, South Dakota",5495,23.7
38,095,"Towner County, North Dakota",2294,23.699999999999996
21,201,"Robertson County, Kentucky",2208,23.6
16,061,"Lewis County, Idaho",3812,23.6
37,143,"Perquimans County, North Carolina",13498,23.6
48,129,"Donley County, Texas",3588,23.599999999999998
35,017,"Grant County, New Mexico",29119,23.599999999999998
37,125,"Moore County, North Carolina",91743,23.599999999999998
24,029,"Kent County, Maryland",19923,23.599999999999998
19,059,"Dickinson County, Iowa",16967,23.599999999999998
31,107,"Knox County, Nebraska",8556,23.599999999999998
31,087,"Hitchcock County, Nebraska",2879,23.5
27,101,"Murray County, Minnesota",8529,23.5
20,201,"Washington County, Kansas",5686,23.5
55,037,"Florence County, Wisconsin",4476,23.5
32,005,"Douglas County, Nevada",47259,23.5
51,163,"Rockbridge County, Virginia",22444,23.5
47,027,"Clay County, Tennessee",7780,23.5
41,013,"Crook County, Oregon",20956,23.5
31,181,"Webster County, Nebraska",3697,23.5
16,049,"Idaho County, Idaho",16312,23.5
55,085,"Oneida County, Wisconsin",35653,23.400000000000002
72,067,"Hormigueros Municipio, Puerto Rico",16845,23.400000000000002
45,013,"Beaufort County, South Carolina",171420,23.400000000000002
49,031,"Piute County, Utah",1865,23.400000000000002
17,175,"Stark County, Illinois",5859,23.4
29,005,"Atchison County, Missouri",5440,23.4
17,151,"Pope County, Illinois",4331,23.4
48,221,"Hood County, Texas",53171,23.4
17,085,"Jo Daviess County, Illinois",22397,23.4
33,003,"Carroll County, New Hampshire",47513,23.4
20,083,"Hodgeman County, Kansas",1939,23.4
31,077,"Greeley County, Nebraska",2476,23.4
46,049,"Faulk County, South Dakota",2359,23.4
55,129,"Washburn County, Wisconsin",15700,23.3
26,019,"Benzie County, Michigan",17437,23.3
31,085,"Hayes County, Nebraska",1084,23.3
10,005,"Sussex County, Delaware",207302,23.3
06,005,"Amador County, California",36995,23.3
35,037,"Quay County, New Mexico",8698,23.3
31,101,"Keith County, Nebraska",8146,23.3
41,011,"Coos County, Oregon",62775,23.3
06,105,"Trinity County, California",13373,23.3
34,009,"Cape May County, New Jersey",95805,23.3
05,129,"Searcy County, Arkansas",7965,23.200000000000003
27,021,"Cass County, Minnesota",28519,23.200000000000003
20,127,"Morris County, Kansas",5750,23.200000000000003
20,167,"Russell County, Kansas",6988,23.200000000000003
53,023,"Garfield County, Washington",2230,23.2
27,069,"Kittson County, Minnesota",4480,23.2
48,315,"Marion County, Texas",10248,23.2
45,043,"Georgetown County, South Carolina",60572,23.2
51,005,"Alleghany County, Virginia",16066,23.2
29,141,"Morgan County, Missouri",20225,23.1
20,017,"Chase County, Kansas",2722,23.1
48,379,"Rains County, Texas",11037,23.1
48,149,"Fayette County, Texas",24849,23.1
29,039,"Cedar County, Missouri",13892,23.1
31,147,"Richardson County, Nebraska",8201,23.1
20,073,"Greenwood County, Kansas",6393,23.1
55,099,"Price County, Wisconsin",13800,23.1
26,153,"Schoolcraft County, Michigan",8288,23.099999999999998
30,055,"McCone County, Montana",1728,23.099999999999998
55,007,"Bayfield County, Wisconsin",15050,23.099999999999998
42,023,"Cameron County, Pennsylvania",4869,23.099999999999998
31,065,"Furnas County, Nebraska",4887,23.099999999999998
26,063,"Huron County, Michigan",32290,23.0
40,025,"Cimarron County, Oklahoma",2341,23.0
41,019,"Douglas County, Oregon",107194,23.0
53,043,"Lincoln County, Washington",10363,23.0
31,059,"Fillmore County, Nebraska",5697,23.0
37,087,"Haywood County, North Carolina",59170,23.0
17,071,"Henderson County, Illinois",7042,23.0
26,053,"Gogebic County, Michigan",15824,22.900000000000002
56,031,"Platte County, Wyoming",8750,22.900000000000002
26,003,"Alger County, Michigan",9476,22.900000000000002
48,035,"Bosque County, Texas",17971,22.9
20,195,"Trego County, Kansas",2951,22.800000000000004
29,171,"Putnam County, Missouri",4895,22.8
27,051,"Grant County, Minnesota",5961,22.8
23,021,"Piscataquis County, Maine",17156,22.8
51,117,"Mecklenburg County, Virginia",31555,22.8
27,121,"Pope County, Minnesota",10948,22.8
26,039,"Crawford County, Michigan",13895,22.8
08,015,"Chaffee County, Colorado",18309,22.799999999999997
21,105,"Hickman County, Kentucky",4720,22.700000000000003
48,093,"Comanche County, Texas",13623,22.700000000000003
27,057,"Hubbard County, Minnesota",20574,22.700000000000003
53,051,"Pend Oreille County, Washington",12968,22.700000000000003
12,127,"Volusia County, Florida",503719,22.7
37,005,"Alleghany County, North Carolina",10911,22.7
48,289,"Leon County, Texas",16819,22.7
48,191,"Hall County, Texas",3203,22.7
05,101,"Newton County, Arkansas",8052,22.7
37,199,"Yancey County, North Carolina",17604,22.7
06,109,"Tuolumne County, California",54079,22.7
20,179,"Sheridan County, Kansas",2531,22.699999999999996
19,185,"Wayne County, Iowa",6384,22.6
37,037,"Chatham County, North Carolina",67431,22.6
08,029,"Delta County, Colorado",30214,22.6
48,033,"Borden County, Texas",705,22.6
32,021,"Mineral County, Nevada",4566,22.6
19,001,"Adair County, Iowa",7426,22.6
06,049,"Modoc County, California",9184,22.6
26,101,"Manistee County, Michigan",24536,22.6
19,025,"Calhoun County, Iowa",9914,22.6
17,015,"Carroll County, Illinois",14926,22.599999999999998
51,157,"Rappahannock County, Virginia",7431,22.599999999999998
37,121,"Mitchell County, North Carolina",15330,22.5
46,075,"Jones County, South Dakota",781,22.5
55,113,"Sawyer County, Wisconsin",16483,22.5
54,063,"Monroe County, West Virginia",13525,22.5
30,045,"Judith Basin County, Montana",1997,22.5
38,091,"Steele County, North Dakota",1979,22.5
47,039,"Decatur County, Tennessee",11686,22.5
51,017,"Bath County, Virginia",4583,22.5
12,103,"Pinellas County, Florida",931477,22.5
51,077,"Grayson County, Virginia",15573,22.5
17,059,"Gallatin County, Illinois",5385,22.5
29,179,"Reynolds County, Missouri",6578,22.5
48,083,"Coleman County, Texas",8536,22.499999999999996
06,057,"Nevada County, California",98570,22.400000000000002
30,027,"Fergus County, Montana",11468,22.400000000000002
20,207,"Woodson County, Kansas",3211,22.400000000000002
21,143,"Lyon County, Kentucky",8402,22.400000000000002
51,125,"Nelson County, Virginia",14858,22.400000000000002
41,057,"Tillamook County, Oregon",25430,22.400000000000002
12,099,"Palm Beach County, Florida",1378806,22.4
56,017,"Hot Springs County, Wyoming",4809,22.4
19,151,"Pocahontas County, Iowa",7127,22.4
46,073,"Jerauld County, South Dakota",2031,22.4
29,041,"Chariton County, Missouri",7650,22.4
35,007,"Colfax County, New Mexico",12997,22.4
16,087,"Washington County, Idaho",10025,22.4
27,043,"Faribault County, Minnesota",14230,22.4
51,193,"Westmoreland County, Virginia",17557,22.4
20,123,"Mitchell County, Kansas",6296,22.4
41,021,"Gilliam County, Oregon",1883,22.4
20,071,"Greeley County, Kansas",1224,22.300000000000004
16,037,"Custer County, Idaho",4234,22.3
38,031,"Foster County, North Dakota",3366,22.3
29,087,"Holt County, Missouri",4615,22.3
37,009,"Ashe County, North Carolina",27114,22.3
51,095,"James City County, Virginia",70673,22.3
39,121,"Noble County, Ohio",14508,22.3
31,095,"Jefferson County, Nebraska",7433,22.299999999999997
19,161,"Sac County, Iowa",10101,22.299999999999997
40,041,"Delaware County, Oklahoma",41409,22.200000000000003
19,165,"Shelby County, Iowa",11992,22.2
19,035,"Cherokee County, Iowa",11853,22.2
17,013,"Calhoun County, Illinois",4999,22.2
19,109,"Kossuth County, Iowa",15280,22.199999999999996
48,387,"Red River County, Texas",12567,22.1
19,003,"Adams County, Iowa",3892,22.1
20,115,"Marion County, Kansas",12290,22.1
37,131,"Northampton County, North Carolina",21011,22.099999999999998
27,033,"Cottonwood County, Minnesota",11632,22.099999999999998
41,037,"Lake County, Oregon",7842,22.000000000000004
06,093,"Siskiyou County, California",43895,22.000000000000004
12,009,"Brevard County, Florida",553591,22.0
31,075,"Grant County, Nebraska",769,22.0
47,005,"Benton County, Tennessee",16261,22.0
30,051,"Liberty County, Montana",2369,22.0
27,111,"Otter Tail County, Minnesota",57511,22.0
12,101,"Pasco County, Florida",479288,22.0
31,057,"Dundy County, Nebraska",2015,22.0
12,075,"Levy County, Florida",39821,22.0
50,009,"Essex County, Vermont",6207,22.0
54,093,"Tucker County, West Virginia",6972,22.0
30,097,"Sweet Grass County, Montana",3633,22.0
35,033,"Mora County, New Mexico",4660,21.900000000000002
26,011,"Arenac County, Michigan",15424,21.900000000000002
46,055,"Haakon County, South Dakota",2083,21.900000000000002
17,067,"Hancock County, Illinois",18738,21.900000000000002
55,077,"Marquette County, Wisconsin",15140,21.900000000000002
08,057,"Jackson County, Colorado",1335,21.900000000000002
12,111,"St. Lucie County, Florida",288006,21.900000000000002
38,021,"Dickey County, North Dakota",5195,21.9
29,149,"Oregon County, Missouri",10979,21.9
55,137,"Waushara County, Wisconsin",24321,21.800000000000004
46,069,"Hyde County, South Dakota",1413,21.8
30,081,"Ravalli County, Montana",40823,21.8
29,057,"Dade County, Missouri",7618,21.8
31,003,"Antelope County, Nebraska",6486,21.8
48,285,"Lavaca County, Texas",19549,21.8
29,067,"Douglas County, Missouri",13516,21.8
27,159,"Wadena County, Minnesota",13759,21.8
48,411,"San Saba County, Texas",5893,21.8
48,207,"Haskell County, Texas",5853,21.799999999999997
55,107,"Rusk County, Wisconsin",14357,21.799999999999997
30,009,"Carbon County, Montana",10268,21.700000000000003
34,029,"Ocean County, New Jersey",583450,21.700000000000003
29,223,"Wayne County, Missouri",13397,21.7
02,275,"Wrangell City and Borough, Alaska",2387,21.7
31,029,"Chase County, Nebraska",3897,21.7
27,107,"Norman County, Minnesota",6692,21.7
46,097,"Miner County, South Dakota",2306,21.7
30,099,"Teton County, Montana",6074,21.7
31,113,"Logan County, Nebraska",851,21.7
51,640,"Galax city, Virginia",6876,21.6
55,067,"Langlade County, Wisconsin",19551,21.599999999999998
48,011,"Armstrong County, Texas",1943,21.5
17,193,"White County, Illinois",14464,21.5
46,077,"Kingsbury County, South Dakota",5107,21.5
37,041,"Chowan County, North Carolina",14656,21.5
27,091,"Martin County, Minnesota",20350,21.5
48,125,"Dickens County, Texas",2281,21.5
46,045,"Edmunds County, South Dakota",4018,21.5
54,075,"Pocahontas County, West Virginia",8697,21.5
23,013,"Knox County, Maine",39723,21.5
05,051,"Garland County, Arkansas",96954,21.5
38,055,"McLean County, North Dakota",9451,21.5
55,041,"Forest County, Wisconsin",9150,21.5
38,027,"Eddy County, North Dakota",2370,21.400000000000002
30,059,"Meagher County, Montana",1898,21.400000000000002
39,111,"Monroe County, Ohio",14547,21.400000000000002
08,033,"Dolores County, Colorado",1862,21.400000000000002
08,095,"Phillips County, Colorado",4371,21.400000000000002
33,007,"Coos County, New Hampshire",31870,21.400000000000002
20,027,"Clay County, Kansas",8421,21.400000000000002
05,117,"Prairie County, Arkansas",8402,21.4
19,117,"Lucas County, Iowa",8731,21.4
31,011,"Boone County, Nebraska",5373,21.4
19,131,"Mitchell County, Iowa",10762,21.4
17,123,"Marshall County, Illinois",12173,21.4
12,029,"Dixie County, Florida",16091,21.4
20,025,"Clark County, Kansas",2145,21.4
40,127,"Pushmataha County, Oklahoma",11226,21.4
19,093,"Ida County, Iowa",7071,21.4
20,101,"Lane County, Kansas",1674,21.300000000000004
31,031,"Cherry County, Nebraska",5770,21.300000000000004
30,091,"Sheridan County, Montana",3630,21.300000000000004
27,077,"Lake of the Woods County, Minnesota",3949,21.3
36,025,"Delaware County, New York",46901,21.3
19,029,"Cass County, Iowa",13590,21.3
41,025,"Harney County, Oregon",7229,21.3
48,045,"Briscoe County, Texas",1670,21.3
26,035,"Clare County, Michigan",30710,21.299999999999997
20,077,"Harper County, Kansas",5861,21.299999999999997
51,089,"Henry County, Virginia",52580,21.200000000000003
26,007,"Alpena County, Michigan",29068,21.200000000000003
30,105,"Valley County, Montana",7577,21.200000000000003
55,075,"Marinette County, Wisconsin",41287,21.2
54,023,"Grant County, West Virginia",11815,21.2
37,075,"Graham County, North Carolina",8700,21.2
51,083,"Halifax County, Virginia",35506,21.2
56,027,"Niobrara County, Wyoming",2516,21.2
53,029,"Island County, Washington",79329,21.2
29,079,"Grundy County, Missouri",10256,21.2
46,025,"Clark County, South Dakota",3625,21.2
19,083,"Hardin County, Iowa",17393,21.2
23,029,"Washington County, Maine",32191,21.199999999999996
08,007,"Archuleta County, Colorado",12174,21.1
16,079,"Shoshone County, Idaho",12571,21.1
47,171,"Unicoi County, Tennessee",18069,21.1
29,073,"Gasconade County, Missouri",14948,21.1
31,135,"Perkins County, Nebraska",2924,21.1
27,047,"Freeborn County, Minnesota",30897,21.1
20,117,"Marshall County, Kansas",10005,21.1
19,073,"Greene County, Iowa",9174,21.1
31,027,"Cedar County, Nebraska",8675,21.1
39,123,"Ottawa County, Ohio",41162,21.1
54,103,"Wetzel County, West Virginia",16157,21.1
38,067,"Pembina County, North Dakota",7206,21.099999999999998
27,041,"Douglas County, Minnesota",36620,21.099999999999998
37,031,"Carteret County, North Carolina",68228,21.099999999999998
19,007,"Appanoose County, Iowa",12669,21.099999999999998
46,003,"Aurora County, South Dakota",2729,21.099999999999998
20,029,"Cloud County, Kansas",9339,21.099999999999998
48,337,"Montague County, Texas",19478,21.099999999999998
51,035,"Carroll County, Virginia",29856,21.099999999999998
42,105,"Potter County, Pennsylvania",17377,21.099999999999998
05,073,"Lafayette County, Arkansas",7270,21.099999999999998
27,151,"Swift County, Minnesota",9525,21.0
20,147,"Phillips County, Kansas",5501,21.0
19,077,"Guthrie County, Iowa",10740,21.0
26,109,"Menominee County, Michigan",23717,21.0
35,055,"Taos County, New Mexico",32943,21.0
53,019,"Ferry County, Washington",7652,21.0
38,009,"Bottineau County, North Dakota",6634,21.0
19,147,"Palo Alto County, Iowa",9208,21.0
06,027,"Inyo County, California",18373,21.0
31,039,"Cuming County, Nebraska",9078,21.0
31,063,"Frontier County, Nebraska",2573,21.0
51,045,"Craig County, Virginia",5212,21.0
29,081,"Harrison County, Missouri",8722,21.0
13,253,"Seminole County, Georgia",8769,20.900000000000002
38,043,"Kidder County, North Dakota",2430,20.900000000000002
37,185,"Warren County, North Carolina",20468,20.900000000000002
19,071,"Fremont County, Iowa",7106,20.900000000000002
13,317,"Wilkes County, Georgia",9991,20.9
37,013,"Beaufort County, North Carolina",47561,20.9
20,095,"Kingman County, Kansas",7790,20.9
38,073,"Ransom County, North Dakota",5453,20.9
16,045,"Gem County, Idaho",16731,20.9
19,197,"Wright County, Iowa",12936,20.9
47,079,"Henry County, Tennessee",32269,20.9
48,031,"Blanco County, Texas",10723,20.9
51,169,"Scott County, Virginia",22570,20.9
48,133,"Eastland County, Texas",18328,20.9
05,113,"Polk County, Arkansas",20364,20.9
38,087,"Slope County, North Dakota",673,20.8
48,067,"Cass County, Texas",30328,20.8
26,029,"Charlevoix County, Michigan",26134,20.8
45,073,"Oconee County, South Carolina",74949,20.8
30,065,"Musselshell County, Montana",4790,20.8
40,053,"Grant County, Oklahoma",4517,20.8
27,071,"Koochiching County, Minnesota",13054,20.8
30,071,"Phillips County, Montana",4167,20.8
42,053,"Forest County, Pennsylvania",7581,20.8
48,343,"Morris County, Texas",12700,20.8
31,041,"Custer County, Nebraska",10802,20.8
19,173,"Taylor County, Iowa",6213,20.799999999999997
47,127,"Moore County, Tennessee",6351,20.799999999999997
48,391,"Refugio County, Texas",7277,20.799999999999997
31,183,"Wheeler County, Nebraska",847,20.799999999999997
08,071,"Las Animas County, Colorado",14503,20.700000000000003
19,137,"Montgomery County, Iowa",10465,20.700000000000003
13,123,"Gilmer County, Georgia",28673,20.700000000000003
23,003,"Aroostook County, Maine",70005,20.700000000000003
21,221,"Trigg County, Kentucky",14250,20.700000000000003
20,105,"Lincoln County, Kansas",3154,20.7
37,103,"Jones County, North Carolina",10166,20.7
46,123,"Tripp County, South Dakota",5504,20.7
19,005,"Allamakee County, Iowa",14060,20.7
26,105,"Mason County, Michigan",28711,20.7
38,065,"Oliver County, North Dakota",1819,20.7
38,099,"Walsh County, North Dakota",11005,20.7
05,015,"Carroll County, Arkansas",27635,20.7
05,021,"Clay County, Arkansas",15400,20.7
27,127,"Redwood County, Minnesota",15723,20.7
54,025,"Greenbrier County, West Virginia",35666,20.7
16,015,"Boise County, Idaho",6885,20.7
48,053,"Burnet County, Texas",44144,20.6
21,157,"Marshall County, Kentucky",31181,20.6
