# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# Q        = Global radiation (in J/cm2); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# UG       = Daily mean relative atmospheric humidity (in percents); 
#
STN,YYYYMMDD,   FG,   TG,   TN,    Q,   RH,   PG,   UG
  240,20170923,   16,  122,   63, 1469,    0,10240,   81
  240,20170924,   27,  135,   69, 1280,    0,10229,   88
  240,20170925,   36,  146,  102,  916,    0,10217,   88
  240,20170926,   29,  139,  109,  768,    0,10227,   91
  240,20170927,   31,  143,   84, 1165,    0,10223,   87
  240,20170928,   34,  159,  128,  581,   37,10210,   90
  240,20170929,   40,  168,  128,  783,  169,10179,   91
  240,20170930,   26,  135,   82,  385,    5,10168,   89
  240,20171001,   63,  140,   94,  700,    1,10156,   83
  240,20171002,   87,  157,  139,  590,    4,10104,   74
  240,20171003,   63,  139,  118,  980,   29,10183,   72
  240,20171004,   79,  136,  122,  536,   17,10184,   69
  240,20171005,  102,  133,  114,  882,  150,10111,   78
  240,20171006,   68,  118,  101,  817,   56,10201,   81
  240,20171007,   65,  127,  103,  159,  114,10142,   89
  240,20171008,   28,  127,  112,  684,   -1,10175,   82
  240,20171009,   28,  125,  107,  157,   77,10179,   94
  240,20171010,   60,  145,  121,  402,    3,10139,   88
  240,20171011,   86,  148,  136,  296,   36,10120,   83
  240,20171012,   68,  135,  104,  831,    0,10190,   76
  240,20171013,   60,  152,  107,  652,    0,10229,   88
  240,20171014,   46,  152,  108,  824,    0,10248,   88
  240,20171015,   40,  160,  109,  980,    0,10208,   85
  240,20171016,   50,  182,  134,  858,    0,10189,   81
  240,20171017,   40,  129,   82,  385,    0,10194,   82
  240,20171018,   23,  143,  106,  797,    0,10132,   87
  240,20171019,   42,  160,  115,  700,   23,10085,   83
  240,20171020,   79,  135,  107,  337,   74,10067,   85
  240,20171021,   76,  129,  108,  673,   33,10074,   80
  240,20171022,   80,  115,   99,  403,  107,10090,   86
  240,20171023,   60,  128,  108,  628,    5,10172,   82
  240,20171024,   68,  154,  132,  179,    6,10182,   93
  240,20171025,   60,  141,   93,  401,   -1,10201,   87
  240,20171026,   40,  138,  113,  538,    0,10233,   87
  240,20171027,   54,  117,   95,  638,   25,10281,   77
  240,20171028,   95,  130,  106,  174,   -1,10177,   80
  240,20171029,   79,  104,   56,  596,   11,10168,   72
  240,20171030,   30,   83,   46,  603,    1,10272,   79
  240,20171031,   48,  110,   78,  231,    1,10239,   85
  240,20171101,   46,  116,   89,  362,   -1,10187,   86
  240,20171102,   31,   97,   48,  371,   -1,10136,   87
  240,20171103,   25,   95,   47,  325,    0,10145,   88
  240,20171104,   48,  108,   86,  333,   28,10049,   89
  240,20171105,   34,   76,   51,  360,   35,10105,   83
  240,20171106,   21,   60,   11,  550,    2,10237,   84
  240,20171107,   19,   42,   -2,  652,    0,10217,   88
  240,20171108,   20,   62,   18,  162,    1,10205,   93
  240,20171109,   42,   88,   62,  375,   37,10211,   92
  240,20171110,   76,   93,   63,  368,   16,10141,   76
  240,20171111,   48,   77,   39,  327,    5,10090,   78
  240,20171112,   38,   60,   44,  210,   51,10047,   84
  240,20171113,   41,   69,   33,  489,    8,10193,   78
  240,20171114,   45,   81,   42,  167,   25,10224,   92
  240,20171115,   38,  100,   91,  117,   14,10241,   97
  240,20171116,   39,   95,   46,  109,   11,10224,   95
  240,20171117,   26,   61,   18,  482,    0,10263,   80
  240,20171118,   67,   76,   51,  208,   65,10177,   75
  240,20171119,   62,   72,   35,  365,   16,10180,   77
  240,20171120,   63,   85,   53,   69,   99,10135,   89
  240,20171121,   68,  119,  109,   72,   22,10087,   92
  240,20171122,   83,  109,   93,  297,   21,10020,   80
  240,20171123,   86,  106,   71,  191,   12, 9997,   75
  240,20171124,   29,   67,   37,  273,   34,10095,   85
  240,20171125,   38,   44,    1,  274,    8,10123,   81
  240,20171126,   64,   62,   38,  194,   32,10185,   75
  240,20171127,   79,   76,   55,   94,  147,10094,   83
  240,20171128,   61,   57,   26,  259,   73,10037,   81
  240,20171129,   23,   31,    6,  222,    7,10045,   94
  240,20171130,   20,   19,  -22,  167,   44,10043,   92
  240,20171201,   18,    4,  -43,  270,    0,10172,   95
  240,20171202,   30,   -2,  -41,  163,   -1,10258,   97
  240,20171203,   37,   53,   15,  117,   29,10237,   93
  240,20171204,   41,   73,   48,  117,   16,10297,   87
  240,20171205,   58,   84,   71,   90,    0,10322,   77
  240,20171206,   76,   86,   69,  103,    0,10269,   75
  240,20171207,   95,   62,   47,   41,   65,10098,   81
  240,20171208,   87,   34,    9,  138,  115,10077,   79
  240,20171209,   67,   34,    8,  159,   93,10090,   82
  240,20171210,   64,    8,    0,   62,  127, 9830,   94
  240,20171211,   55,    2,  -36,   56,   63, 9832,   92
  240,20171212,   48,   19,    4,  222,   10,10049,   86
  240,20171213,   76,   37,    8,   91,   94, 9956,   91
  240,20171214,   58,   35,    4,  129,   78, 9888,   87
  240,20171215,   32,   23,  -20,  112,    5, 9955,   95
  240,20171216,   33,   24,  -13,  226,   45,10118,   88
  240,20171217,   38,   27,  -24,  327,   43,10201,   90
  240,20171218,   46,   59,    2,  193,   28,10244,   88
  240,20171219,   35,   56,    6,  158,    0,10328,   94
  240,20171220,   29,   77,   50,   79,   -1,10333,   97
  240,20171221,   30,   84,   74,   93,   10,10337,   99
  240,20171222,   19,   84,   51,  121,   34,10340,   97
  240,20171223,   75,   86,   80,   52,    1,10306,   93
  240,20171224,   87,   85,   77,   84,    3,10227,   92
  240,20171225,   86,   76,   46,  117,   -1,10111,   86
  240,20171226,   86,   58,   45,  266,   19, 9959,   83
  240,20171227,   64,   53,   36,  100,   65, 9838,   88
  240,20171228,   71,   43,   19,  309,   10, 9982,   73
  240,20171229,   76,   32,   -4,   96,   44, 9988,   86
  240,20171230,   92,   87,   39,  124,   42, 9965,   84
  240,20171231,   91,  104,   80,   71,  176, 9968,   89
  240,20180101,   73,   68,   56,  209,   10, 9978,   85
  240,20180102,   65,   66,   37,  167,   44,10046,   88
  240,20180103,  137,   86,   58,   66,   86, 9896,   77
  240,20180104,   89,   81,   69,  119,    5, 9925,   82
  240,20180105,   57,   61,   33,  107,   35, 9952,   88
  240,20180106,   36,   46,   15,  182,    0,10096,   88
  240,20180107,   85,   15,   -8,  425,    0,10270,   77
  240,20180108,   67,    9,  -13,  385,    0,10238,   76
  240,20180109,   44,   28,   -4,  207,    0,10104,   88
  240,20180110,   36,   67,   53,   67,    6,10077,   95
  240,20180111,   20,   61,   38,  104,    0,10181,   96
  240,20180112,   20,   50,   38,  116,    0,10264,   94
  240,20180113,   38,   44,   27,  135,    0,10244,   89
  240,20180114,   48,   28,   10,  280,    0,10197,   84
  240,20180115,   86,   52,   24,   53,  140, 9997,   90
  240,20180116,   91,   55,   29,  294,   26, 9908,   76
  240,20180117,  104,   48,   18,  234,    3, 9990,   73
  240,20180118,   98,   48,   19,  196,  116, 9954,   85
  240,20180119,   53,   38,   12,  327,   66,10061,   82
  240,20180120,   33,   21,  -10,  150,   21,10031,   92
  240,20180121,   42,   34,    3,  377,   22,10121,   84
  240,20180122,   55,   61,   23,  237,    9,10094,   89
  240,20180123,   72,   79,   32,  183,   13,10171,   91
  240,20180124,   96,  107,   70,   91,   52,10098,   89
  240,20180125,   53,   71,   42,  299,   -1,10103,   89
  240,20180126,   26,   50,   24,  294,    8,10189,   95
  240,20180127,   68,   52,    7,  313,    6,10268,   89
  240,20180128,   89,   99,   79,  296,    0,10272,   89
  240,20180129,   98,   86,   33,  217,   29,10243,   82
  240,20180130,   41,   44,   17,  478,    0,10256,   87
  240,20180131,   85,   66,   27,  123,   32,10026,   83
  240,20180201,   65,   43,   23,  369,   41, 9981,   83
  240,20180202,   49,   42,  -15,  386,   28,10037,   86
  240,20180203,   38,   23,  -14,  252,   10,10074,   88
  240,20180204,   58,   22,    4,  476,   -1,10222,   78
  240,20180205,   56,   13,  -22,  428,    0,10265,   78
  240,20180206,   45,  -15,  -47,  749,    0,10170,   74
  240,20180207,   18,  -10,  -60,  825,    0,10186,   71
  240,20180208,   40,   11,  -28,  622,    0,10189,   80
  240,20180209,   59,    5,   -9,  309,    4,10115,   84
  240,20180210,   50,   31,    6,  552,    6,10116,   86
  240,20180211,   95,   47,   22,  427,   39, 9996,   80
  240,20180212,   60,   27,   -1,  516,    6,10118,   78
  240,20180213,   63,   19,   -9,  851,    0,10102,   75
  240,20180214,   74,   22,  -20,  842,   -1,10121,   66
  240,20180215,   67,   44,    4,  386,   36,10106,   89
  240,20180216,   43,   37,  -25,  878,    0,10241,   81
  240,20180217,   22,   21,  -21,  736,    0,10242,   78
  240,20180218,   31,   17,  -29,  889,    0,10245,   84
  240,20180219,   33,   18,   -4,  239,   -1,10189,   86
  240,20180220,   23,   11,  -37,  404,    0,10207,   83
  240,20180221,   33,    7,  -33,  923,    0,10264,   79
  240,20180222,   53,    9,  -21, 1007,    0,10256,   72
  240,20180223,   59,    0,  -28, 1004,    0,10238,   72
  240,20180224,   78,   -2,  -30,  990,    0,10266,   56
  240,20180225,   72,  -19,  -47, 1135,    0,10310,   58
  240,20180226,   64,  -25,  -51, 1084,    0,10310,   66
  240,20180227,   44,  -29,  -58, 1137,    0,10239,   69
  240,20180228,   80,  -66,  -87,  856,   -1,10210,   71
  240,20180301,  112,  -49,  -85,  815,    0,10081,   53
  240,20180302,   95,  -35,  -71,  996,   -1, 9993,   51
  240,20180303,   55,  -18,  -48,  626,   -1, 9974,   63
  240,20180304,   46,   47,  -21,  868,   20, 9937,   78
  240,20180305,   50,   64,   28, 1111,    0, 9923,   82
  240,20180306,   29,   56,    6,  585,   -1, 9908,   78
  240,20180307,   39,   64,   34,  802,   49, 9942,   85
  240,20180308,   78,   47,   13,  520,   41, 9978,   84
  240,20180309,   43,   65,   11,  940,   15,10041,   83
  240,20180310,   45,  112,   68,  586,   34, 9983,   91
  240,20180311,   34,   95,   53,  536,   56, 9930,   93
  240,20180312,   40,   98,   54,  718,    7, 9911,   87
  240,20180313,   48,   55,   41,  294,   25,10036,   92
  240,20180314,   45,   56,   -2, 1097,    0,10088,   80
  240,20180315,   65,   70,   31,  799,   13, 9968,   72
  240,20180316,   70,   38,    3,  230,    1,10034,   86
  240,20180317,  113,  -11,  -24,  968,   -1,10086,   56
  240,20180318,   95,   -6,  -29, 1405,    0,10116,   45
  240,20180319,   76,   -2,  -33, 1651,    0,10159,   51
  240,20180320,   53,   38,   -6, 1647,    2,10241,   73
  240,20180321,   38,   32,  -36, 1234,   -1,10279,   83
  240,20180322,   58,   64,   45, 1012,   22,10155,   90
  240,20180323,   57,   62,   39,  495,    0,10047,   80
  240,20180324,   27,   64,   23,  744,    0,10029,   79
  240,20180325,   26,   54,    3, 1033,    0,10096,   85
  240,20180326,   25,   47,   -7, 1430,    0,10161,   86
  240,20180327,   40,   58,   13,  669,    3,10092,   88
  240,20180328,   38,   57,   29,  289,   94,10015,   91
  240,20180329,   43,   67,   16, 1563,    5,10043,   75
  240,20180330,   47,   90,   55, 1167,   30, 9994,   75
  240,20180331,   25,   69,   26,  958,   12, 9997,   86
  240,20180401,   28,   51,   13,  577,   11,10093,   87
  240,20180402,   48,   76,   12,  723,   25,10039,   86
  240,20180403,   61,  119,   82, 1130,  122, 9980,   84
  240,20180404,   50,  101,   74,  722,   11, 9987,   85
  240,20180405,   74,   60,   14, 1160,   16,10128,   80
  240,20180406,   64,   92,   17, 1933,    0,10167,   56
  240,20180407,   45,  142,   80, 1752,    0,10088,   61
  240,20180408,   23,  142,   81, 1579,   -1,10074,   76
  240,20180409,   43,  110,   83,  822,    1,10054,   86
  240,20180410,   40,  147,  101, 1338,    2,10032,   77
  240,20180411,   41,  130,   88, 1336,   14,10064,   82
  240,20180412,   45,  101,   66,  634,    5,10024,   90
  240,20180413,   32,   98,   60,  987,    0,10085,   88
  240,20180414,   26,  111,   71, 1081,    1,10173,   77
  240,20180415,   23,  128,   93,  944,   33,10117,   87
  240,20180416,   48,  110,   55, 2117,   -1,10160,   76
  240,20180417,   47,  133,   50, 1983,    0,10243,   67
  240,20180418,   28,  168,   74, 2221,    0,10295,   63
  240,20180419,   41,  200,  135, 2215,    0,10252,   53
  240,20180420,   31,  168,   97, 2191,    0,10223,   67
  240,20180421,   37,  151,   78, 2238,    0,10212,   69
  240,20180422,   48,  172,  107, 2033,    0,10111,   63
  240,20180423,   65,  122,   98, 1911,    0,10146,   72
  240,20180424,   75,  125,  102, 1149,    4,10129,   80
  240,20180425,   85,  110,   88, 1561,    6,10099,   78
  240,20180426,   80,  101,   69, 1846,   -1,10145,   73
  240,20180427,   36,  105,   50, 1189,    1,10102,   71
  240,20180428,   44,  110,   59,  725,    3,10094,   85
  240,20180429,   49,  100,   76,  472,  151,10077,   90
  240,20180430,   51,   91,   67,  331,  213, 9973,   89
  240,20180501,   83,   82,   53, 1716,   64,10082,   72
  240,20180502,   63,  108,   44, 2183,    5,10100,   70
  240,20180503,   31,  100,   55, 2597,    0,10189,   70
  240,20180504,   24,  122,   40, 2589,    0,10244,   61
  240,20180505,   39,  148,   71, 2623,    0,10255,   61
  240,20180506,   33,  180,   95, 2672,    0,10226,   53
  240,20180507,   30,  190,  131, 2664,    0,10180,   59
  240,20180508,   28,  198,  124, 2622,    0,10100,   55
  240,20180509,   31,  164,  106, 2448,    0,10072,   73
  240,20180510,   46,  116,   67, 1673,   15,10136,   82
  240,20180511,   27,  131,   58, 2459,    0,10187,   70
  240,20180512,   34,  177,  100, 2200,    0,10131,   60
  240,20180513,   45,  127,  108,  789,   14,10127,   89
  240,20180514,   45,  182,  106, 2456,    0,10140,   74
  240,20180515,   43,  191,  137, 2702,    0,10164,   60
  240,20180516,   59,  144,   89, 2314,   -1,10199,   78
  240,20180517,   59,  104,   57, 2648,    0,10240,   72
  240,20180518,   46,  104,   56, 1640,    0,10237,   72
  240,20180519,   25,  110,   79,  745,    0,10234,   87
  240,20180520,   26,  158,   67, 2676,    0,10221,   72
  240,20180521,   41,  192,  108, 2334,   -1,10152,   54
  240,20180522,   30,  178,  137,  722,    3,10140,   66
  240,20180523,   43,  189,  143, 1613,   12,10201,   70
  240,20180524,   48,  193,  154, 1328,   -1,10190,   65
  240,20180525,   31,  200,  164, 2163,   99,10181,   78
  240,20180526,   45,  223,  159, 2668,    0,10198,   65
  240,20180527,   44,  211,  177, 1764,   -1,10179,   68
  240,20180528,   33,  232,  161, 2660,    0,10176,   64
  240,20180529,   46,  222,  163, 2300,   75,10128,   77
  240,20180530,   28,  202,  168, 1816,   -1,10136,   82
  240,20180531,   27,  198,  159, 1436,   44,10148,   87
  240,20180601,   38,  162,  135, 1498,   31,10168,   92
  240,20180602,   40,  162,  145,  674,   -1,10180,   92
  240,20180603,   30,  184,  143, 2400,    0,10181,   82
  240,20180604,   35,  177,  145, 1758,    0,10151,   82
  240,20180605,   38,  160,  123, 2173,    0,10151,   76
  240,20180606,   33,  196,  115, 2904,    0,10140,   75
  240,20180607,   29,  210,  136, 2712,    0,10146,   75
  240,20180608,   30,  178,  152,  716,    1,10152,   88
  240,20180609,   39,  192,  161, 2064,    0,10143,   78
  240,20180610,   39,  180,  132, 2416,    0,10139,   76
  240,20180611,   48,  171,  122, 2722,    0,10138,   74
  240,20180612,   47,  150,  133, 1020,   -1,10147,   74
  240,20180613,   43,  150,  119, 1896,   -1,10171,   67
  240,20180614,   61,  159,  120, 1145,   14,10136,   79
  240,20180615,   22,  180,  113, 2449,    0,10160,   73
  240,20180616,   50,  169,  134, 1856,   -1,10145,   68
  240,20180617,   66,  163,  141, 1675,    0,10165,   71
  240,20180618,   68,  166,  139, 1133,   17,10187,   85
  240,20180619,   46,  185,  161, 1551,    0,10224,   79
  240,20180620,   55,  183,  144, 1809,    0,10195,   82
  240,20180621,   87,  141,  119, 2014,   -1,10210,   68
  240,20180622,   76,  127,   81, 1360,   -1,10266,   71
  240,20180623,   39,  147,   87, 1818,    0,10265,   74
  240,20180624,   42,  146,   98, 1720,    0,10243,   77
  240,20180625,   40,  159,  102, 2368,    0,10256,   80
  240,20180626,   38,  160,   91, 2954,    0,10263,   73
  240,20180627,   44,  176,  127, 2525,    0,10256,   75
  240,20180628,   45,  211,  155, 2989,    0,10235,   64
  240,20180629,   43,  191,  142, 3001,    0,10202,   70
  240,20180630,   54,  214,  144, 3078,    0,10163,   52
  240,20180701,   68,  217,  166, 3108,    0,10163,   36
  240,20180702,   60,  205,  143, 3093,    0,10174,   43
  240,20180703,   49,  193,  147, 3048,    0,10177,   63
  240,20180704,   31,  191,  141, 2746,    0,10148,   68
  240,20180705,   32,  177,  125, 2904,    0,10155,   76
  240,20180706,   29,  195,  143, 2241,    0,10209,   67
  240,20180707,   25,  190,  122, 2473,    0,10243,   63
  240,20180708,   33,  189,  129, 2945,    0,10253,   64
  240,20180709,   41,  172,  130, 1367,   -1,10239,   77
  240,20180710,   55,  164,  128, 1065,    5,10188,   76
  240,20180711,   41,  174,  102, 1997,    0,10188,   77
  240,20180712,   46,  180,  126, 2738,    0,10200,   78
  240,20180713,   31,  178,  122, 2251,    0,10215,   74
  240,20180714,   26,  186,  113, 2785,    0,10206,   68
  240,20180715,   26,  209,  127, 2811,    0,10168,   59
  240,20180716,   31,  230,  152, 2458,    0,10135,   51
  240,20180717,   47,  196,  150, 2745,    0,10152,   69
  240,20180718,   32,  192,  130, 2327,    0,10186,   67
  240,20180719,   36,  199,  143, 2500,    0,10184,   66
  240,20180720,   33,  201,  128, 2558,    0,10141,   64
  240,20180721,   43,  204,  146, 2614,   -1,10122,   67
  240,20180722,   33,  200,  142, 2371,    0,10153,   71
  240,20180723,   19,  226,  149, 2710,    0,10167,   66
  240,20180724,   28,  243,  168, 2446,    0,10147,   62
  240,20180725,   27,  246,  187, 1718,    0,10162,   63
  240,20180726,   30,  275,  208, 2122,   -1,10142,   58
  240,20180727,   50,  295,  214, 2498,    0,10102,   38
  240,20180728,   64,  205,  147, 1909,   17,10088,   67
  240,20180729,   53,  212,  146, 1534,   -1,10116,   56
  240,20180730,   42,  233,  182, 1680,    0,10139,   66
  240,20180731,   36,  201,  140, 2226,   20,10172,   74
  240,20180801,   22,  201,  116, 2262,    0,10216,   66
  240,20180802,   23,  222,  152, 2566,    0,10232,   62
  240,20180803,   25,  241,  151, 2488,    0,10217,   59
  240,20180804,   38,  220,  176, 2011,    0,10213,   73
  240,20180805,   33,  206,  159, 2435,    0,10228,   67
  240,20180806,   25,  232,  155, 2517,    0,10154,   59
  240,20180807,   26,  262,  165, 2219,   20,10085,   54
  240,20180808,   56,  197,  137, 1227,   35,10108,   76
  240,20180809,   43,  176,  126,  717,   75,10107,   81
  240,20180810,   70,  160,  124, 1714,  164,10183,   76
  240,20180811,   49,  159,  119, 2074,    4,10210,   69
  240,20180812,   43,  205,  131, 1498,   -1,10127,   60
  240,20180813,   40,  191,  177,  893,   13,10059,   83
  240,20180814,   55,  190,  164, 1733,    7,10141,   77
  240,20180815,   49,  197,  171,  967,   -1,10175,   80
  240,20180816,   50,  182,  159,  792,    4,10150,   80
  240,20180817,   29,  178,  140, 2119,   -1,10186,   72
  240,20180818,   53,  181,  138,  957,    0,10210,   78
  240,20180819,   62,  194,  176,  708,   -1,10189,   81
  240,20180820,   33,  196,  150, 1615,    0,10196,   81
  240,20180821,   17,  202,  156, 1407,    0,10199,   81
  240,20180822,   34,  198,  158, 1911,    0,10168,   82
  240,20180823,   50,  184,  131,  608,    9,10116,   87
  240,20180824,   65,  153,  110, 1566,  190,10106,   72
  240,20180825,   41,  129,   89, 1396,  192,10112,   82
  240,20180826,   62,  142,   67, 1541,   11,10126,   74
  240,20180827,   64,  176,  141,  900,   38,10104,   77
  240,20180828,   20,  172,  113,  983,   -1,10178,   79
  240,20180829,   24,  155,  106,  615,   56,10140,   88
  240,20180830,   39,  152,  104, 1800,    0,10216,   71
  240,20180831,   15,  142,   93, 1024,    0,10240,   78
