TITLE,
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,16/10/06
TIME,14:32:48
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.5
XUNITS,SEC
YUNITS,INTENSITY
FIRSTX,    0.0000
LASTX, 1200.0000
NPOINTS,    2401
FIRSTY,    53.41475
MAXY,  1623.18970
MINY,   -31.87444
XYDATA
0.0000,53.4147
0.5000,49.7565
1.0000,50.0403
1.5000,54.5871
2.0000,58.5149
2.5000,48.2983
3.0000,50.0354
3.5000,56.6611
4.0000,46.2859
4.5000,51.4656
5.0000,49.5569
5.5000,51.4802
6.0000,54.1522
6.5000,58.4689
7.0000,59.4517
7.5000,49.1386
8.0000,49.1512
8.5000,53.5258
9.0000,58.5572
9.5000,54.0588
10.0000,47.0095
10.5000,61.357
11.0000,47.3312
11.5000,58.6313
12.0000,45.8948
12.5000,46.6438
13.0000,50.2185
13.5000,47.1529
14.0000,46.4931
14.5000,54.1842
15.0000,58.9283
15.5000,53.1722
16.0000,56.7048
16.5000,56.3347
17.0000,44.1277
17.5000,57.9444
18.0000,53.6934
18.5000,48.4201
19.0000,42.8058
19.5000,54.0198
20.0000,49.4163
20.5000,55.6077
21.0000,51.7197
21.5000,47.7999
22.0000,47.386
22.5000,47.453
23.0000,54.292
23.5000,43.7064
24.0000,69.4912
24.5000,44.9308
25.0000,55.6302
25.5000,46.5963
26.0000,49.0849
26.5000,48.5235
27.0000,49.1623
27.5000,54.4158
28.0000,47.626
28.5000,43.2625
29.0000,52.39
29.5000,50.6075
30.0000,47.2999
30.5000,48.0076
31.0000,52.7976
31.5000,54.1758
32.0000,51.2366
32.5000,50.5223
33.0000,46.2409
33.5000,49.9369
34.0000,55.0041
34.5000,44.551
35.0000,49.7085
35.5000,49.1029
36.0000,45.7685
36.5000,51.935
37.0000,56.7863
37.5000,47.1078
38.0000,46.2885
38.5000,45.9266
39.0000,45.6512
39.5000,56.2816
40.0000,44.7658
40.5000,48.0955
41.0000,55.2879
41.5000,51.3768
42.0000,47.2788
42.5000,46.1316
43.0000,48.6433
43.5000,48.8913
44.0000,45.3608
44.5000,51.2561
45.0000,45.3264
45.5000,44.8154
46.0000,53.8996
46.5000,52.4622
47.0000,53.1595
47.5000,48.5783
48.0000,49.0975
48.5000,47.7793
49.0000,48.3264
49.5000,46.9646
50.0000,49.5584
50.5000,44.343
51.0000,51.9386
51.5000,51.2588
52.0000,55.2105
52.5000,63.379
53.0000,44.3017
53.5000,50.8743
54.0000,46.53
54.5000,46.5142
55.0000,48.8388
55.5000,46.0269
56.0000,44.2927
56.5000,64.3537
57.0000,54.6299
57.5000,48.2681
58.0000,51.9788
58.5000,46.6956
59.0000,52.4402
59.5000,47.6292
60.0000,47.7734
60.5000,44.0087
61.0000,47.95
61.5000,-31.8744
62.0000,-0.578772
62.5000,-0.345158
63.0000,-0.175765
63.5000,-0.0394857
64.0000,-0.0380589
64.5000,0.12596
65.0000,-0.104618
65.5000,-0.0875384
66.0000,154.516
66.5000,144.108
67.0000,139.303
67.5000,146.864
68.0000,137.55
68.5000,138.968
69.0000,141.223
69.5000,136.276
70.0000,132.666
70.5000,133.303
71.0000,142.202
71.5000,131.576
72.0000,136.648
72.5000,125.722
73.0000,135.411
73.5000,131.709
74.0000,131.439
74.5000,135.163
75.0000,132.2
75.5000,129.222
76.0000,130.788
76.5000,127.246
77.0000,139.096
77.5000,138.634
78.0000,133.723
78.5000,132.269
79.0000,122.162
79.5000,126.72
80.0000,126.155
80.5000,136.951
81.0000,132.896
81.5000,128.614
82.0000,127.204
82.5000,128.005
83.0000,130.719
83.5000,126.699
84.0000,128.576
84.5000,139.665
85.0000,132.323
85.5000,132.931
86.0000,124.257
86.5000,128.968
87.0000,122.467
87.5000,124.784
88.0000,128.129
88.5000,125.685
89.0000,127.118
89.5000,143.823
90.0000,128.137
90.5000,125.04
91.0000,123.097
91.5000,132.649
92.0000,127.105
92.5000,125.514
93.0000,136.367
93.5000,123.359
94.0000,138.234
94.5000,125.716
95.0000,126.527
95.5000,123.535
96.0000,124.177
96.5000,129.165
97.0000,125.285
97.5000,124.962
98.0000,129.356
98.5000,123.672
99.0000,132.217
99.5000,126.989
100.0000,122.623
100.5000,122.295
101.0000,126.381
101.5000,124.262
102.0000,130.04
102.5000,124.454
103.0000,126.291
103.5000,138.347
104.0000,124.427
104.5000,130.787
105.0000,124.186
105.5000,130.773
106.0000,126.886
106.5000,126.439
107.0000,125.704
107.5000,126.755
108.0000,124.42
108.5000,127.108
109.0000,128.132
109.5000,126.474
110.0000,126.681
110.5000,120.496
111.0000,143.173
111.5000,121.963
112.0000,124.106
112.5000,125.73
113.0000,126.474
113.5000,122.02
114.0000,122.281
114.5000,134.176
115.0000,123.123
115.5000,122.881
116.0000,124.797
116.5000,123.08
117.0000,124.628
117.5000,124.152
118.0000,124.623
118.5000,125.979
119.0000,126.74
119.5000,121.887
120.0000,125.75
120.5000,125.074
121.0000,124.084
121.5000,-27.2099
122.0000,-0.574667
122.5000,-0.341313
123.0000,-0.0190664
123.5000,0.0761673
