tab 	samples
azimuth	bed_dip	bed_dip_direction	citations	dip	location	method_codes	sample	site	software_packages
311.0	5.0	59.0	This study	104.0	unknown	FS-FD:SO-MAG	is004f	is004	pmagpy-3.22.1
237.0	5.0	59.0	This study	55.0	unknown	FS-FD:SO-MAG	is005a	is005	pmagpy-3.22.1
307.0	5.0	59.0	This study	62.0	unknown	FS-FD:SO-MAG	is005b	is005	pmagpy-3.22.1
307.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is005c	is005	pmagpy-3.22.1
195.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is005d	is005	pmagpy-3.22.1
197.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is005e	is005	pmagpy-3.22.1
222.0	5.0	59.0	This study	42.0	unknown	FS-FD:SO-MAG	is005f	is005	pmagpy-3.22.1
188.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is005g	is005	pmagpy-3.22.1
202.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is005h	is005	pmagpy-3.22.1
219.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is005i	is005	pmagpy-3.22.1
292.0	5.0	59.0	This study	68.0	unknown	FS-FD:SO-MAG	is006a	is006	pmagpy-3.22.1
259.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is006b	is006	pmagpy-3.22.1
288.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is006c	is006	pmagpy-3.22.1
5.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is006d	is006	pmagpy-3.22.1
333.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is006e	is006	pmagpy-3.22.1
280.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is006f	is006	pmagpy-3.22.1
234.0	5.0	59.0	This study	52.0	unknown	FS-FD:SO-MAG	is006g	is006	pmagpy-3.22.1
279.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is006h	is006	pmagpy-3.22.1
202.0	5.0	59.0	This study	54.0	unknown	FS-FD:SO-MAG	is006i	is006	pmagpy-3.22.1
207.0	5.0	59.0	This study	3.0	unknown	FS-FD:SO-MAG	is006j	is006	pmagpy-3.22.1
267.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is006k	is006	pmagpy-3.22.1
272.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is006l	is006	pmagpy-3.22.1
248.0	5.0	59.0	This study	34.0	unknown	FS-FD:SO-MAG	is007a	is007	pmagpy-3.22.1
268.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is007b	is007	pmagpy-3.22.1
322.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is007c	is007	pmagpy-3.22.1
261.0	5.0	59.0	This study	38.0	unknown	FS-FD:SO-MAG	is007d	is007	pmagpy-3.22.1
279.0	5.0	59.0	This study	54.0	unknown	FS-FD:SO-MAG	is007e	is007	pmagpy-3.22.1
263.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is007f	is007	pmagpy-3.22.1
240.0	5.0	59.0	This study	47.0	unknown	FS-FD:SO-MAG	is007g	is007	pmagpy-3.22.1
260.0	5.0	59.0	This study	76.0	unknown	FS-FD:SO-MAG	is007h	is007	pmagpy-3.22.1
220.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is007i	is007	pmagpy-3.22.1
233.0	5.0	59.0	This study	41.0	unknown	FS-FD:SO-MAG	is007j	is007	pmagpy-3.22.1
213.0	5.0	59.0	This study	44.0	unknown	FS-FD:SO-MAG	is007k	is007	pmagpy-3.22.1
245.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is008a	is008	pmagpy-3.22.1
263.0	5.0	59.0	This study	55.0	unknown	FS-FD:SO-MAG	is008b	is008	pmagpy-3.22.1
245.0	5.0	59.0	This study	31.0	unknown	FS-FD:SO-MAG	is008c	is008	pmagpy-3.22.1
233.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is008d	is008	pmagpy-3.22.1
295.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is008e	is008	pmagpy-3.22.1
227.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is008f	is008	pmagpy-3.22.1
268.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is008g	is008	pmagpy-3.22.1
221.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is008h	is008	pmagpy-3.22.1
224.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is008i	is008	pmagpy-3.22.1
301.0	5.0	59.0	This study	88.0	unknown	FS-FD:SO-MAG	is009a	is009	pmagpy-3.22.1
246.0	5.0	59.0	This study	81.0	unknown	FS-FD:SO-MAG	is009b	is009	pmagpy-3.22.1
292.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is009c	is009	pmagpy-3.22.1
254.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is009d	is009	pmagpy-3.22.1
229.0	5.0	59.0	This study	83.0	unknown	FS-FD:SO-MAG	is009e	is009	pmagpy-3.22.1
232.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is009f	is009	pmagpy-3.22.1
213.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is009g	is009	pmagpy-3.22.1
213.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is009h	is009	pmagpy-3.22.1
199.0	5.0	59.0	This study	33.0	unknown	FS-FD:SO-MAG	is009i	is009	pmagpy-3.22.1
201.0	5.0	59.0	This study	29.0	unknown	FS-FD:SO-MAG	is009j	is009	pmagpy-3.22.1
229.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is010a	is010	pmagpy-3.22.1
193.0	5.0	59.0	This study	89.0	unknown	FS-FD:SO-MAG	is010b	is010	pmagpy-3.22.1
246.0	5.0	59.0	This study	53.0	unknown	FS-FD:SO-MAG	is010c	is010	pmagpy-3.22.1
199.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is010d	is010	pmagpy-3.22.1
156.0	5.0	59.0	This study	66.0	unknown	FS-FD:SO-MAG	is010e	is010	pmagpy-3.22.1
151.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is010f	is010	pmagpy-3.22.1
281.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is010g	is010	pmagpy-3.22.1
227.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is010h	is010	pmagpy-3.22.1
158.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is010i	is010	pmagpy-3.22.1
232.0	5.0	59.0	This study	19.0	unknown	FS-FD:SO-MAG	is010j	is010	pmagpy-3.22.1
220.0	5.0	59.0	This study	65.0	unknown	FS-FD:SO-MAG	is010k	is010	pmagpy-3.22.1
268.0	5.0	59.0	This study	83.0	unknown	FS-FD:SO-MAG	is011a	is011	pmagpy-3.22.1
284.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is011b	is011	pmagpy-3.22.1
271.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is011c	is011	pmagpy-3.22.1
155.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is011d	is011	pmagpy-3.22.1
271.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is011e	is011	pmagpy-3.22.1
262.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is011f	is011	pmagpy-3.22.1
258.0	5.0	59.0	This study	68.0	unknown	FS-FD:SO-MAG	is011g	is011	pmagpy-3.22.1
192.0	5.0	59.0	This study	83.0	unknown	FS-FD:SO-MAG	is011h	is011	pmagpy-3.22.1
313.0	5.0	59.0	This study	86.0	unknown	FS-FD:SO-MAG	is011i	is011	pmagpy-3.22.1
274.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is011j	is011	pmagpy-3.22.1
234.0	5.0	59.0	This study	90.0	unknown	FS-FD:SO-MAG	is011k	is011	pmagpy-3.22.1
160.0	5.0	59.0	This study	45.0	unknown	FS-FD:SO-MAG	is011l	is011	pmagpy-3.22.1
163.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is011m	is011	pmagpy-3.22.1
229.0	5.0	59.0	This study	62.0	unknown	FS-FD:SO-MAG	is011n	is011	pmagpy-3.22.1
250.0	5.0	59.0	This study	45.0	unknown	FS-FD:SO-MAG	is011o	is011	pmagpy-3.22.1
256.0	5.0	59.0	This study	9.0	unknown	FS-FD:SO-MAG	is011p	is011	pmagpy-3.22.1
213.0	5.0	59.0	This study	43.0	unknown	FS-FD:SO-MAG	is011q	is011	pmagpy-3.22.1
234.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is012a	is012	pmagpy-3.22.1
143.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is012b	is012	pmagpy-3.22.1
126.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is012c	is012	pmagpy-3.22.1
191.0	5.0	59.0	This study	36.0	unknown	FS-FD:SO-MAG	is012d	is012	pmagpy-3.22.1
149.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is012e	is012	pmagpy-3.22.1
190.0	5.0	59.0	This study	29.0	unknown	FS-FD:SO-MAG	is012f	is012	pmagpy-3.22.1
194.0	5.0	59.0	This study	66.0	unknown	FS-FD:SO-MAG	is012g	is012	pmagpy-3.22.1
184.0	5.0	59.0	This study	40.0	unknown	FS-FD:SO-MAG	is012h	is012	pmagpy-3.22.1
194.0	5.0	59.0	This study	24.0	unknown	FS-FD:SO-MAG	is012i	is012	pmagpy-3.22.1
225.0	5.0	59.0	This study	85.0	unknown	FS-FD:SO-MAG	is013a	is013	pmagpy-3.22.1
205.0	5.0	59.0	This study	76.0	unknown	FS-FD:SO-MAG	is013b	is013	pmagpy-3.22.1
189.0	5.0	59.0	This study	58.0	unknown	FS-FD:SO-MAG	is013c	is013	pmagpy-3.22.1
245.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is013d	is013	pmagpy-3.22.1
265.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is013e	is013	pmagpy-3.22.1
197.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is013f	is013	pmagpy-3.22.1
224.0	5.0	59.0	This study	49.0	unknown	FS-FD:SO-MAG	is013g	is013	pmagpy-3.22.1
234.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is013h	is013	pmagpy-3.22.1
226.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is013i	is013	pmagpy-3.22.1
247.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is014a	is014	pmagpy-3.22.1
200.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is014b	is014	pmagpy-3.22.1
276.0	5.0	59.0	This study	93.0	unknown	FS-FD:SO-MAG	is014c	is014	pmagpy-3.22.1
184.0	5.0	59.0	This study	93.0	unknown	FS-FD:SO-MAG	is014d	is014	pmagpy-3.22.1
183.0	5.0	59.0	This study	86.0	unknown	FS-FD:SO-MAG	is014e	is014	pmagpy-3.22.1
198.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is014f	is014	pmagpy-3.22.1
267.0	5.0	59.0	This study	92.0	unknown	FS-FD:SO-MAG	is014g	is014	pmagpy-3.22.1
187.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is014h	is014	pmagpy-3.22.1
260.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is014i	is014	pmagpy-3.22.1
266.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is014j	is014	pmagpy-3.22.1
241.0	5.0	59.0	This study	21.0	unknown	FS-FD:SO-MAG	is014k	is014	pmagpy-3.22.1
139.0	5.0	59.0	This study	42.0	unknown	FS-FD:SO-MAG	is014m	is014	pmagpy-3.22.1
199.0	5.0	59.0	This study	6.0	unknown	FS-FD:SO-MAG	is014n	is014	pmagpy-3.22.1
240.0	5.0	59.0	This study	17.0	unknown	FS-FD:SO-MAG	is014o	is014	pmagpy-3.22.1
257.0	5.0	59.0	This study	33.0	unknown	FS-FD:SO-MAG	is014p	is014	pmagpy-3.22.1
230.0	5.0	59.0	This study	40.0	unknown	FS-FD:SO-MAG	is015a	is015	pmagpy-3.22.1
226.0	5.0	59.0	This study	47.0	unknown	FS-FD:SO-MAG	is015b	is015	pmagpy-3.22.1
235.0	5.0	59.0	This study	30.0	unknown	FS-FD:SO-MAG	is015c	is015	pmagpy-3.22.1
222.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is015d	is015	pmagpy-3.22.1
260.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is015e	is015	pmagpy-3.22.1
242.0	5.0	59.0	This study	25.0	unknown	FS-FD:SO-MAG	is015f	is015	pmagpy-3.22.1
219.0	5.0	59.0	This study	32.0	unknown	FS-FD:SO-MAG	is015g	is015	pmagpy-3.22.1
237.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is015h	is015	pmagpy-3.22.1
298.0	5.0	59.0	This study	47.0	unknown	FS-FD:SO-MAG	is016a	is016	pmagpy-3.22.1
301.0	5.0	59.0	This study	46.0	unknown	FS-FD:SO-MAG	is016b	is016	pmagpy-3.22.1
279.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is016c	is016	pmagpy-3.22.1
313.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is016d	is016	pmagpy-3.22.1
275.0	5.0	59.0	This study	61.0	unknown	FS-FD:SO-MAG	is016e	is016	pmagpy-3.22.1
223.0	5.0	59.0	This study	68.0	unknown	FS-FD:SO-MAG	is016f	is016	pmagpy-3.22.1
213.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is016g	is016	pmagpy-3.22.1
227.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is016h	is016	pmagpy-3.22.1
178.0	5.0	59.0	This study	22.0	unknown	FS-FD:SO-MAG	is016i	is016	pmagpy-3.22.1
223.0	5.0	59.0	This study	15.0	unknown	FS-FD:SO-MAG	is016j	is016	pmagpy-3.22.1
224.0	5.0	59.0	This study	22.0	unknown	FS-FD:SO-MAG	is016k	is016	pmagpy-3.22.1
256.0	5.0	59.0	This study	51.0	unknown	FS-FD:SO-MAG	is017a	is017	pmagpy-3.22.1
221.0	5.0	59.0	This study	41.0	unknown	FS-FD:SO-MAG	is017c	is017	pmagpy-3.22.1
205.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is017d	is017	pmagpy-3.22.1
268.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is017e	is017	pmagpy-3.22.1
277.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is017f	is017	pmagpy-3.22.1
289.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is017g	is017	pmagpy-3.22.1
284.0	5.0	59.0	This study	69.0	unknown	FS-FD:SO-MAG	is017h	is017	pmagpy-3.22.1
300.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is017i	is017	pmagpy-3.22.1
254.0	5.0	59.0	This study	31.0	unknown	FS-FD:SO-MAG	is017j	is017	pmagpy-3.22.1
252.0	5.0	59.0	This study	35.0	unknown	FS-FD:SO-MAG	is017k	is017	pmagpy-3.22.1
256.0	5.0	59.0	This study	38.0	unknown	FS-FD:SO-MAG	is017l	is017	pmagpy-3.22.1
204.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is018a	is018	pmagpy-3.22.1
222.0	5.0	59.0	This study	81.0	unknown	FS-FD:SO-MAG	is018b	is018	pmagpy-3.22.1
249.0	5.0	59.0	This study	49.0	unknown	FS-FD:SO-MAG	is018c	is018	pmagpy-3.22.1
206.0	5.0	59.0	This study	54.0	unknown	FS-FD:SO-MAG	is018d	is018	pmagpy-3.22.1
194.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is018e	is018	pmagpy-3.22.1
142.0	5.0	59.0	This study	84.0	unknown	FS-FD:SO-MAG	is018f	is018	pmagpy-3.22.1
302.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is018g	is018	pmagpy-3.22.1
262.0	5.0	59.0	This study	66.0	unknown	FS-FD:SO-MAG	is018h	is018	pmagpy-3.22.1
230.0	5.0	59.0	This study	53.0	unknown	FS-FD:SO-MAG	is018i	is018	pmagpy-3.22.1
262.0	5.0	59.0	This study	13.0	unknown	FS-FD:SO-MAG	is018j	is018	pmagpy-3.22.1
206.0	5.0	59.0	This study	18.0	unknown	FS-FD:SO-MAG	is018k	is018	pmagpy-3.22.1
224.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is019a	is019	pmagpy-3.22.1
171.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is019b	is019	pmagpy-3.22.1
165.0	5.0	59.0	This study	54.0	unknown	FS-FD:SO-MAG	is019c	is019	pmagpy-3.22.1
183.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is019d	is019	pmagpy-3.22.1
254.0	5.0	59.0	This study	38.0	unknown	FS-FD:SO-MAG	is019e	is019	pmagpy-3.22.1
240.0	5.0	59.0	This study	84.0	unknown	FS-FD:SO-MAG	is019f	is019	pmagpy-3.22.1
206.0	5.0	59.0	This study	62.0	unknown	FS-FD:SO-MAG	is020a	is020	pmagpy-3.22.1
232.0	5.0	59.0	This study	54.0	unknown	FS-FD:SO-MAG	is020b	is020	pmagpy-3.22.1
209.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is020c	is020	pmagpy-3.22.1
190.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is020d	is020	pmagpy-3.22.1
257.0	5.0	59.0	This study	74.0	unknown	FS-FD:SO-MAG	is020e	is020	pmagpy-3.22.1
259.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is020f	is020	pmagpy-3.22.1
231.0	5.0	59.0	This study	47.0	unknown	FS-FD:SO-MAG	is020g	is020	pmagpy-3.22.1
225.0	5.0	59.0	This study	59.0	unknown	FS-FD:SO-MAG	is020h	is020	pmagpy-3.22.1
219.0	5.0	59.0	This study	56.0	unknown	FS-FD:SO-MAG	is021a	is021	pmagpy-3.22.1
191.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is021b	is021	pmagpy-3.22.1
207.0	5.0	59.0	This study	62.0	unknown	FS-FD:SO-MAG	is021c	is021	pmagpy-3.22.1
255.0	5.0	59.0	This study	73.0	unknown	FS-FD:SO-MAG	is021d	is021	pmagpy-3.22.1
271.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is021e	is021	pmagpy-3.22.1
234.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is021f	is021	pmagpy-3.22.1
206.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is021g	is021	pmagpy-3.22.1
215.0	5.0	59.0	This study	58.0	unknown	FS-FD:SO-MAG	is021h	is021	pmagpy-3.22.1
192.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is021i	is021	pmagpy-3.22.1
197.0	5.0	59.0	This study	31.0	unknown	FS-FD:SO-MAG	is021j	is021	pmagpy-3.22.1
205.0	5.0	59.0	This study	34.0	unknown	FS-FD:SO-MAG	is021k	is021	pmagpy-3.22.1
238.0	5.0	59.0	This study	71.0	unknown	FS-FD:SO-MAG	is022a	is022	pmagpy-3.22.1
222.0	5.0	59.0	This study	67.0	unknown	FS-FD:SO-MAG	is022b	is022	pmagpy-3.22.1
201.0	5.0	59.0	This study	63.0	unknown	FS-FD:SO-MAG	is022c	is022	pmagpy-3.22.1
165.0	5.0	59.0	This study	89.0	unknown	FS-FD:SO-MAG	is022d	is022	pmagpy-3.22.1
200.0	5.0	59.0	This study	80.0	unknown	FS-FD:SO-MAG	is022e	is022	pmagpy-3.22.1
257.0	5.0	59.0	This study	57.0	unknown	FS-FD:SO-MAG	is022f	is022	pmagpy-3.22.1
256.0	5.0	59.0	This study	101.0	unknown	FS-FD:SO-MAG	is022g	is022	pmagpy-3.22.1
203.0	5.0	59.0	This study	94.0	unknown	FS-FD:SO-MAG	is022h	is022	pmagpy-3.22.1
243.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is022i	is022	pmagpy-3.22.1
258.0	5.0	59.0	This study	64.0	unknown	FS-FD:SO-MAG	is022j	is022	pmagpy-3.22.1
183.0	5.0	59.0	This study	82.0	unknown	FS-FD:SO-MAG	is023a	is023	pmagpy-3.22.1
176.0	5.0	59.0	This study	90.0	unknown	FS-FD:SO-MAG	is023b	is023	pmagpy-3.22.1
215.0	5.0	59.0	This study	79.0	unknown	FS-FD:SO-MAG	is023c	is023	pmagpy-3.22.1
212.0	5.0	59.0	This study	75.0	unknown	FS-FD:SO-MAG	is023d	is023	pmagpy-3.22.1
243.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is023e	is023	pmagpy-3.22.1
240.0	5.0	59.0	This study	87.0	unknown	FS-FD:SO-MAG	is023g	is023	pmagpy-3.22.1
283.0	5.0	59.0	This study	3.0	unknown	FS-FD:SO-MAG	is023h	is023	pmagpy-3.22.1
187.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is023i	is023	pmagpy-3.22.1
221.0	5.0	59.0	This study	93.0	unknown	FS-FD:SO-MAG	is023j	is023	pmagpy-3.22.1
212.0	5.0	59.0	This study	87.0	unknown	FS-FD:SO-MAG	is023k	is023	pmagpy-3.22.1
194.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is023l	is023	pmagpy-3.22.1
234.0	5.0	59.0	This study	78.0	unknown	FS-FD:SO-MAG	is023m	is023	pmagpy-3.22.1
283.0	5.0	59.0	This study	25.0	unknown	FS-FD:SO-MAG	is024a	is024	pmagpy-3.22.1
226.0	5.0	59.0	This study	77.0	unknown	FS-FD:SO-MAG	is024b	is024	pmagpy-3.22.1
220.0	5.0	59.0	This study	87.0	unknown	FS-FD:SO-MAG	is024c	is024	pmagpy-3.22.1
275.0	5.0	59.0	This study	60.0	unknown	FS-FD:SO-MAG	is024d	is024	pmagpy-3.22.1
216.0	5.0	59.0	This study	72.0	unknown	FS-FD:SO-MAG	is024e	is024	pmagpy-3.22.1
261.0	5.0	59.0	This study	98.0	unknown	FS-FD:SO-MAG	is024f	is024	pmagpy-3.22.1
215.0	5.0	59.0	This study	92.0	unknown	FS-FD:SO-MAG	is024g	is024	pmagpy-3.22.1
221.0	5.0	59.0	This study	83.0	unknown	FS-FD:SO-MAG	is024h	is024	pmagpy-3.22.1
193.0	5.0	59.0	This study	70.0	unknown	FS-FD:SO-MAG	is024i	is024	pmagpy-3.22.1
