# Proton flux at top of atmosphere from BESS 99, astro-ph/0611388
# energies are in GeV/nucleon, flux in (m−2 sr−1 s−1 GeV−1 nucleon)
#            5.25–5.79             5.79–6.68             6.68–7.66             7.66–8.63             8.63–9.70             9.70–11.7             11.7–14.4             14.4–17.7             17.7–20.7             20.7–24.9             24.9–30.5             30.5–37.2
#           [5.53]                [6.29]                [6.97]                [8.10]                [9.38]                [10.8]                [12.8]                [16.2]                [19.1]                [22.5]                [28.0]                [33.7]
#Emin Emax  Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst   Flux   stat    syst
0.185 0.215 1.42e3 0.08e3  0.05e3 1.54e3 0.09e3  0.06e3 1.47e3 0.09e3  0.06e3 1.42e3 0.08e3  0.05e3 1.46e3 0.09e3  0.06e3 1.52e3 0.08e3  0.06e3 1.69e3 0.09e3  0.06e3 1.84e3 0.09e3  0.07e3 1.87e3 0.10e3  0.07e3 2.11e3 0.09e3  0.08e3 2.33e3 0.09e3  0.09e3 2.24e3 0.10e3  0.08e3
0.215 0.251 1.38e3 0.07e3  0.05e3 1.48e3 0.08e3  0.06e3 1.37e3 0.08e3  0.05e3 1.49e3 0.08e3  0.06e3 1.62e3 0.09e3  0.06e3 1.53e3 0.07e3  0.06e3 1.64e3 0.08e3  0.06e3 1.77e3 0.08e3  0.07e3 1.79e3 0.09e3  0.07e3 1.82e3 0.08e3  0.07e3 2.01e3 0.08e3  0.08e3 2.01e3 0.09e3  0.08e3
0.251 0.293 1.39e3 0.06e3  0.05e3 1.33e3 0.07e3  0.05e3 1.42e3 0.08e3  0.05e3 1.53e3 0.07e3  0.06e3 1.61e3 0.08e3  0.06e3 1.58e3 0.07e3  0.06e3 1.55e3 0.07e3  0.06e3 1.70e3 0.08e3  0.06e3 1.85e3 0.09e3  0.07e3 1.78e3 0.07e3  0.07e3 1.96e3 0.07e3  0.07e3 2.07e3 0.08e3  0.08e3
0.293 0.341 1.38e3 0.06e3  0.05e3 1.37e3 0.07e3  0.05e3 1.37e3 0.07e3  0.05e3 1.31e3 0.06e3  0.05e3 1.54e3 0.07e3  0.06e3 1.43e3 0.06e3  0.05e3 1.38e3 0.06e3  0.05e3 1.58e3 0.07e3  0.06e3 1.60e3 0.07e3  0.06e3 1.66e3 0.06e3  0.06e3 1.76e3 0.06e3  0.07e3 1.89e3 0.07e3  0.07e3
0.341 0.398 1.31e3 0.05e3  0.05e3 1.23e3 0.06e3  0.05e3 1.25e3 0.06e3  0.05e3 1.27e3 0.06e3  0.05e3 1.27e3 0.06e3  0.05e3 1.35e3 0.06e3  0.05e3 1.35e3 0.06e3  0.05e3 1.43e3 0.06e3  0.05e3 1.33e3 0.06e3  0.05e3 1.51e3 0.06e3  0.06e3 1.46e3 0.05e3  0.06e3 1.49e3 0.06e3  0.06e3
0.398 0.464 1.22e3 0.05e3  0.05e3 1.23e3 0.06e3  0.05e3 1.20e3 0.06e3  0.05e3 1.26e3 0.06e3  0.05e3 1.21e3 0.06e3  0.05e3 1.22e3 0.05e3  0.05e3 1.21e3 0.05e3  0.05e3 1.32e3 0.06e3  0.05e3 1.27e3 0.06e3  0.05e3 1.30e3 0.05e3  0.05e3 1.26e3 0.05e3  0.05e3 1.31e3 0.06e3  0.05e3
0.464 0.541 1.07e3 0.05e3  0.04e3 1.11e3 0.05e3  0.04e3 1.11e3 0.05e3  0.04e3 9.85e2 0.47e2  0.38e2 1.16e3 0.05e3  0.04e3 1.07e3 0.05e3  0.04e3 1.19e3 0.05e3  0.05e3 1.21e3 0.05e3  0.05e3 1.11e3 0.05e3  0.04e3 1.16e3 0.05e3  0.04e3 1.21e3 0.05e3  0.05e3 1.20e3 0.05e3  0.05e3
0.541 0.631 1.07e3 0.05e3  0.04e3 1.15e3 0.05e3  0.04e3 1.06e3 0.05e3  0.04e3 1.12e3 0.05e3  0.04e3 1.10e3 0.05e3  0.04e3 1.05e3 0.05e3  0.04e3 1.08e3 0.05e3  0.04e3 1.01e3 0.05e3  0.04e3 1.09e3 0.05e3  0.04e3 1.08e3 0.05e3  0.04e3 1.12e3 0.04e3  0.04e3 1.13e3 0.05e3  0.04e3
0.631 0.736 9.95e2 0.46e2  0.38e2 1.00e3 0.05e3  0.04e3 9.30e2 0.52e2  0.36e2 1.04e3 0.05e3  0.04e3 1.06e3 0.05e3  0.04e3 1.06e3 0.05e3  0.04e3 9.73e2 0.47e2  0.37e2 1.06e3 0.05e3  0.04e3 1.01e3 0.05e3  0.04e3 9.74e2 0.45e2  0.37e2 9.93e2 0.43e2  0.38e2 1.07e3 0.05e3  0.04e3
0.736 0.858 8.99e2 0.47e2  0.34e2 9.22e2 0.53e2  0.35e2 8.68e2 0.54e2  0.33e2 8.86e2 0.51e2  0.34e2 8.81e2 0.54e2  0.34e2 1.02e3 0.05e3  0.04e3 9.50e2 0.51e2  0.36e2 9.07e2 0.51e2  0.35e2 9.48e2 0.56e2  0.36e2 9.13e2 0.47e2  0.35e2 1.03e3 0.05e3  0.04e3 8.56e2 0.50e2  0.33e2
