tab 	samples
azimuth	citations	criteria	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_specimens	lat	lithologies	lon	method_codes	orientation_quality	result_quality	result_type	sample	site	specimens
	This study	DE-SPEC	sample direction.		190.8	-34.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr19e	sr19	sr19e2
7.5	This study			-94.0									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g	g	i	sr19f	sr19	
356.0	This study			-82.0									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g	g	i	sr19g	sr19	
346.2	This study			-92.0									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr19h	sr19	
	This study	DE-SPEC	sample direction.		168.4	-65.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr19h	sr19	sr19h2
330.7	This study			-99.0									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g	g	i	sr19i	sr19	
356.3	This study			-80.0									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g	g	i	sr19j	sr19	
332.0	This study			-87.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20a	sr20	
33.8	This study			-96.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20b	sr20	
33.3	This study			-95.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20c	sr20	
	This study	DE-SPEC	sample direction.		339.1	56.2	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr20c	sr20	sr20c1
30.3	This study			-100.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20d	sr20	
	This study	DE-SPEC	sample direction.		342.0	60.3	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr20d	sr20	sr20d2
107.3	This study			-98.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20e	sr20	
	This study	DE-SPEC	sample direction.		332.0	55.3	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr20e	sr20	sr20e1
47.5	This study			-60.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20f	sr20	
	This study	DE-SPEC	sample direction.		337.1	54.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr20f	sr20	sr20f1
120.2	This study			-98.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20g	sr20	
	This study	DE-SPEC	sample direction.		340.1	60.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr20g	sr20	sr20g1
52.9	This study			-95.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20h	sr20	
47.4	This study			-85.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20i	sr20	
	This study	DE-SPEC	sample direction.		330.4	31.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr20i	sr20	sr20i1
	This study	DE-SPEC	sample direction.		330.8	31.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr20i	sr20	sr20i2
1.8	This study			-86.0									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.84799999999998	FS-FD:SO-POM:SO-SUN	g	g	i	sr20j	sr20	
	This study	DE-SPEC	sample direction.		328.3	57.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr20j	sr20	sr20j2
34.3	This study			-79.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21a	sr21	
37.6	This study			-79.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21b	sr21	
	This study	DE-SPEC	sample direction.		174.5	-67.2	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr21b	sr21	sr21b2
39.4	This study			-81.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21c	sr21	
39.8	This study			-79.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21d	sr21	
	This study	DE-SPEC	sample direction.		176.1	-69.2	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr21d	sr21	sr21d1
38.2	This study			-78.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21e	sr21	
44.9	This study			-78.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21f	sr21	
338.3	This study			-84.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21g	sr21	
	This study	DE-SPEC	sample direction.		165.2	-67.3	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr21g	sr21	sr21g2
346.7	This study			-73.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21h	sr21	
	This study	DE-SPEC	sample direction.		176.5	-63.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr21h	sr21	sr21h1
340.0	This study			-79.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21i	sr21	
339.4	This study			-82.0									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g	g	i	sr21j	sr21	
	This study	DE-SPEC	sample direction.		170.1	-66.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr21j	sr21	sr21j2
56.7	This study			-73.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-POM:SO-SUN	g	g	i	sr22a	sr22	
	This study		sample direction.		248.2	45.0	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-T		g	i	sr22a	sr22	sr22a1
109.4	This study			-100.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-POM:SO-SUN	g	g	i	sr22b	sr22	
	This study	DE-SPEC	sample direction.		12.7	29.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr22b	sr22	sr22b2
291.6	This study			-14.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-POM:SO-SUN	g	g	i	sr22c	sr22	
113.3	This study			-93.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-POM:SO-SUN	g	g	i	sr22d	sr22	
	This study	DE-SPEC	sample direction.		5.4	35.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr22d	sr22	sr22d3
32.2	This study			-89.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr22e	sr22	
	This study	DE-SPEC	sample direction.		1.8	28.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr22e	sr22	sr22e1
42.2	This study			-90.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr22f	sr22	
	This study	DE-SPEC	sample direction.		5.9	30.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr22f	sr22	sr22f1
30.2	This study			-90.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr22g	sr22	
	This study	DE-SPEC	sample direction.		5.0	29.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr22g	sr22	sr22g1
26.2	This study			-85.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr22h	sr22	
60.2	This study			-10.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr22i	sr22	
	This study	DE-SPEC	sample direction.		4.7	26.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr22i	sr22	sr22i2
2.2	This study			-63.0									Igneous:Extrusive	Lava Flow					42.500009999999996	Basalt	245.85	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr22j	sr22	
4.2	This study			-85.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23a	sr23	
	This study	DE-SPEC	sample direction.		12.8	45.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr23a	sr23	sr23a1
8.2	This study			-83.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23b	sr23	
	This study	DE-SPEC	sample direction.		17.7	43.7	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr23b	sr23	sr23b2
7.2	This study			-88.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23c	sr23	
300.2	This study			-83.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23d	sr23	
	This study	DE-SPEC	sample direction.		12.9	48.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr23d	sr23	sr23d3
299.2	This study			-90.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23e	sr23	
305.2	This study			-78.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23f	sr23	
	This study		sample direction.		198.9	46.4	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:LP-DIR-T		g	i	sr23f	sr23	sr23f1
353.2	This study			-58.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23g	sr23	
	This study	DE-SPEC	sample direction.		14.1	45.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr23g	sr23	sr23g1
306.2	This study			-78.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23h	sr23	
304.2	This study			-71.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23i	sr23	
300.2	This study			-66.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23j	sr23	
295.2	This study			-77.0									Igneous:Extrusive	Lava Flow					42.52872	Basalt	245.979	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr23k	sr23	
100.2	This study			-75.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr24a	sr24	
	This study	DE-SPEC	sample direction.		158.7	-60.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr24a	sr24	sr24a1
46.0	This study			-83.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-POM:SO-SUN	g	g	i	sr24b	sr24	
	This study	DE-SPEC	sample direction.		159.9	-61.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr24b	sr24	sr24b3
92.5	This study			-94.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-POM:SO-SUN	g	g	i	sr24c	sr24	
	This study	DE-SPEC	sample direction.		156.9	-62.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr24c	sr24	sr24c2
80.2	This study			-81.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr24d	sr24	
	This study	DE-SPEC	sample direction.		167.3	-66.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr24d	sr24	sr24d1
121.4	This study			-83.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-POM:SO-SUN	g	g	i	sr24e	sr24	
96.2	This study			-88.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr24f	sr24	
95.2	This study			-81.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr24g	sr24	
96.2	This study			-91.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr24h	sr24	
229.6	This study			-89.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-POM:SO-SUN	g	g	i	sr24i	sr24	
	This study	DE-SPEC	sample direction.		174.0	-59.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr24i	sr24	sr24i2
273.6	This study			-78.0									Igneous:Extrusive	Lava Flow					42.45559	Basalt	245.636	FS-FD:SO-POM:SO-SUN	g	g	i	sr24j	sr24	
209.2	This study			-66.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25a	sr25	
222.2	This study			-87.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25b	sr25	
	This study	DE-SPEC	sample direction.		1.5	59.6	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr25b	sr25	sr25b2
231.2	This study			-85.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25c	sr25	
211.2	This study			-81.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25d	sr25	
	This study	DE-SPEC	sample direction.		10.3	64.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr25d	sr25	sr25d2
215.2	This study			-95.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25e	sr25	
	This study	DE-SPEC	sample direction.		0.1	60.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr25e	sr25	sr25e2
149.2	This study			-90.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25f	sr25	
	This study	DE-SPEC	sample direction.		1.5	63.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr25f	sr25	sr25f3
248.2	This study			-74.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25g	sr25	
197.2	This study			-61.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25h	sr25	
	This study	DE-SPEC	sample direction.		1.9	60.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr25h	sr25	sr25h1
168.2	This study			-28.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25i	sr25	
218.2	This study			-76.0									Igneous:Extrusive	Lava Flow					42.48923	Basalt	245.6	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr25j	sr25	
237.0	This study			-11.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26a	sr26	
	This study	DE-SPEC	sample direction.		2.6	60.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr26a	sr26	sr26a3
313.2	This study			-6.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26b	sr26	
	This study	DE-SPEC	sample direction.		359.5	57.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	i	sr26b	sr26	sr26b2
322.9	This study			-79.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26c	sr26	
	This study	DE-SPEC	sample direction.		17.5	66.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr26c	sr26	sr26c3
314.7	This study			-76.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26d	sr26	
325.4	This study			-83.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26e	sr26	
	This study	DE-SPEC	sample direction.		356.5	62.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr26e	sr26	sr26e3
	This study		sample direction.		340.9	-22.6	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-T		g	i	sr26e	sr26	sr26e2
305.2	This study			-79.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26f	sr26	
	This study	DE-SPEC	sample direction.		341.3	65.6	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr26f	sr26	sr26f1
249.2	This study			-85.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26g	sr26	
326.5	This study			-85.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26h	sr26	
287.4	This study			-65.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26i	sr26	
	This study	DE-SPEC	sample direction.		353.1	56.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	i	sr26i	sr26	sr26i1
303.2	This study			-80.0									Igneous:Extrusive	Lava Flow					42.461859999999994	Basalt	245.615	FS-FD:SO-POM:SO-SUN	g	g	i	sr26j	sr26	
107.2	This study			-50.0									Igneous:Extrusive	Lava Flow					42.691559999999996	Basalt	247.03599999999997	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr27a	sr27	
	This study		sample direction.		288.8	-15.6	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:LP-DIR-AF		g	i	sr27a	sr27	sr27a2
98.2	This study			-63.0									Igneous:Extrusive	Lava Flow					42.691559999999996	Basalt	247.03599999999997	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr27b	sr27	
12.2	This study			-26.0									Igneous:Extrusive	Lava Flow					42.691559999999996	Basalt	247.03599999999997	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr27c	sr27	
	This study	DE-SPEC	sample direction.		229.6	72.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr27c	sr27	sr27c2
	This study		sample direction.		191.7	-16.8	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:LP-DIR-AF		g	i	sr27c	sr27	sr27c1
5.2	This study			-23.0									Igneous:Extrusive	Lava Flow					42.691559999999996	Basalt	247.03599999999997	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr27d	sr27	
	This study	DE-SPEC	sample direction.		218.6	70.4	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr27d	sr27	sr27d1
27.2	This study			-65.0									Igneous:Extrusive	Lava Flow					42.691559999999996	Basalt	247.03599999999997	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr27e	sr27	
	This study		sample direction.		210.6	-16.9	1.0	0.0	1.0	p	n	0.0										DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:LP-DIR-AF		g	i	sr27e	sr27	sr27e2
11.2	This study			-70.0									Igneous:Extrusive	Lava Flow					42.691559999999996	Basalt	247.03599999999997	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr27f	sr27	
125.2	This study			-86.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28a	sr28	
	This study	DE-SPEC	sample direction.		194.5	-51.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr28a	sr28	sr28a1
172.2	This study			-76.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28b	sr28	
	This study	DE-SPEC	sample direction.		210.0	-55.0	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr28b	sr28	sr28b1
147.2	This study			-85.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28c	sr28	
	This study	DE-SPEC	sample direction.		195.1	-51.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr28c	sr28	sr28c1
	This study	DE-SPEC	sample direction.		192.9	-54.1	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr28c	sr28	sr28c2
162.2	This study			-78.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28d	sr28	
152.2	This study			-92.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28e	sr28	
	This study	DE-SPEC	sample direction.		200.9	-46.8	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr28e	sr28	sr28e1
151.2	This study			-75.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28f	sr28	
	This study	DE-SPEC	sample direction.		197.2	-47.5	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr28f	sr28	sr28f1
140.2	This study			-87.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28g	sr28	
	This study	DE-SPEC	sample direction.		193.0	-53.9	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	i	sr28g	sr28	sr28g2
153.2	This study			-86.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28h	sr28	
	This study	DE-SPEC	sample direction.		196.3	-48.2	1.0	1.0	0.0	p	n	0.0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	i	sr28h	sr28	sr28h1
144.2	This study			-78.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28i	sr28	
125.2	This study			-82.0									Igneous:Extrusive	Lava Flow					42.65289	Basalt	246.988	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g	g	i	sr28j	sr28	
